ClimateBin,Nrate25,Nrate50,Nrate75,Nrate95,P2O5rate25,P2O5rate50,P2O5rate75,P2O5rate95,K2Orate25,K2Orate50,K2Orate75,K2Orate95,ModYieldIrrOff25,ModYieldIrrOff50,ModYieldIrrOff75,ModYieldIrrOff95,ModYieldIrrOn25,ModYieldIrrOn50,ModYieldIrrOn75,ModYieldIrrOn95,ClimateBinR2,GlobalCropR2,
34,38.003917,55.800000,108.300000,152.759883,14.281371,18.328162,36.400000,47.302148,2.200000,5.559608,9.800000,26.143136,2.035904e+00,2.436155,2.478100,2.478100,2.035904,2.436155,3.325402,3.828744,0.316280,0.788230,
35,30.000000,38.003917,108.300000,111.900000,10.760672,14.281371,36.400000,47.302148,2.200000,5.559608,9.800000,26.143136,2.026200e+00,2.026200,2.026200,2.026200,3.140435,3.248919,3.373608,3.748734,0.181510,0.788230,
36,38.003917,55.800000,103.500000,111.900000,14.281371,25.903343,40.500000,49.000000,5.559608,9.266013,26.143136,26.143136,2.955354e+00,3.387604,4.137300,4.137300,2.955354,3.387604,4.665990,4.665990,0.615760,0.788230,
37,43.350000,103.500000,103.500000,111.900000,14.281371,40.500000,40.500000,44.600000,6.192896,26.143136,26.143136,26.143136,3.186630e+00,4.287200,4.287200,4.287200,3.186630,5.072579,5.072579,5.072579,0.641270,0.788230,
38,30.000000,38.003917,94.500000,108.000000,10.760672,14.281371,14.281371,40.500000,4.319862,5.559608,6.192896,26.986947,2.556072e+00,2.777985,3.898500,3.898500,2.556072,2.777985,3.950159,4.149955,0.373790,0.788230,
39,38.003917,63.339861,81.726908,94.500000,10.760672,14.281371,15.000000,26.131950,5.559608,6.192896,7.073091,32.800000,2.727921e+00,3.277200,3.609444,3.812171,2.727921,3.277200,3.609444,3.812171,0.375520,0.788230,
40,38.003917,85.900000,85.900000,94.500000,9.900000,10.760672,14.281371,23.802285,5.559608,6.192896,32.800000,32.800000,2.347882e+00,2.971426,2.971426,3.067544,2.347882,2.971426,2.971426,3.067544,0.157550,0.788230,
41,51.375887,141.300000,163.200000,163.200000,23.802285,52.800000,52.800000,58.500000,0.000000,0.000000,0.222187,9.266013,2.822600e+00,2.822600,2.822600,2.822600,2.921068,4.094910,4.094910,4.264617,0.173330,0.788230,
42,38.003917,108.300000,111.900000,111.900000,14.281371,36.400000,44.600000,44.600000,2.200000,5.559608,9.800000,9.800000,1.493848e+00,2.449870,2.728310,2.728310,1.493848,2.449870,2.728310,2.728310,0.248030,0.788230,
43,94.500000,108.300000,111.900000,111.900000,25.903343,36.400000,44.600000,44.600000,2.200000,5.559608,9.800000,9.800000,2.053741e+00,2.189662,2.223406,2.223406,2.053741,2.189662,2.223406,2.223406,0.142680,0.788230,
44,63.339861,108.300000,111.900000,111.900000,24.000000,36.400000,44.600000,44.600000,2.200000,5.559608,9.800000,10.032337,2.024227e+00,2.062100,2.062100,2.062100,2.024227,2.533638,2.569024,2.569024,0.052386,0.788230,
45,38.003917,94.500000,108.300000,111.900000,14.281371,24.000000,36.400000,44.600000,2.200000,7.654121,9.800000,32.800000,1.972301e+00,2.404800,2.404800,2.404800,1.972301,2.993797,3.180215,3.225529,0.265180,0.788230,
46,38.003917,72.000000,85.900000,111.900000,9.900000,14.281371,25.903343,44.600000,5.559608,9.266013,32.800000,32.800000,2.311640e+00,2.878300,2.878300,2.878300,2.311640,3.150648,3.385800,3.711012,0.355520,0.788230,
47,63.339861,72.000000,85.900000,111.900000,10.760672,15.000000,15.000000,49.000000,7.073091,7.073091,12.000000,32.800000,3.401418e+00,3.588550,3.856425,3.953100,3.401418,3.588550,3.856425,4.266149,0.338190,0.788230,
48,72.000000,72.000000,72.000000,111.900000,15.000000,15.000000,15.000000,40.500000,7.073091,7.073091,7.073091,26.143136,3.472802e+00,3.472802,3.472802,3.555600,3.472802,3.472802,3.472802,4.108788,0.226200,0.788230,
49,72.000000,72.000000,72.000000,94.500000,12.750000,15.000000,15.000000,34.594613,6.192896,7.073091,7.073091,26.143136,3.436360e+00,3.436360,3.436360,3.802019,3.436360,3.436360,3.436360,3.802019,0.341640,0.788230,
50,63.339861,72.000000,72.000000,94.500000,12.750000,15.000000,15.000000,15.000000,6.192896,7.073091,7.073091,7.073091,3.187271e+00,3.327466,3.327466,3.648059,3.187271,3.327466,3.327466,3.648059,0.180950,0.788230,
51,51.375887,63.339861,108.300000,108.300000,7.028580,23.802285,44.600000,44.600000,0.222187,2.200000,2.200000,9.266013,2.280472e+00,2.716428,2.716428,3.212628,2.280472,2.716428,2.716428,3.212628,0.117000,0.788230,
52,108.300000,108.300000,108.300000,111.900000,36.400000,44.600000,44.600000,44.600000,2.200000,2.200000,5.559608,9.800000,2.544371e+00,2.723914,2.723914,2.723914,2.544371,2.723914,2.723914,2.723914,0.087292,0.788230,
53,108.300000,108.300000,111.900000,111.900000,25.903343,36.400000,44.600000,44.600000,2.200000,2.200000,9.800000,10.032337,2.391199e+00,2.391199,2.608666,2.614926,2.391199,2.391199,2.608666,2.614926,0.040355,0.788230,
54,38.003917,55.800000,85.900000,111.900000,9.900000,14.281371,23.802285,36.400000,5.559608,7.654121,9.800000,32.800000,2.252698e+00,2.702086,2.816300,2.816300,2.252698,2.702086,3.299105,3.686210,0.296440,0.788230,
55,45.901033,72.000000,72.000000,111.900000,14.281371,15.000000,15.000000,36.400000,7.073091,7.073091,7.654121,25.000000,2.826800e+00,2.826800,2.826800,2.826800,2.918662,3.493880,3.493880,4.049126,0.409680,0.788230,
56,72.000000,72.000000,72.000000,94.500000,15.000000,15.000000,15.000000,23.000000,7.073091,7.073091,7.073091,10.032337,3.551687e+00,3.551687,3.551687,3.919213,3.551687,3.551687,3.551687,3.919213,0.383990,0.788230,
57,72.000000,72.000000,72.000000,103.500000,15.000000,15.000000,15.000000,40.500000,7.073091,7.073091,7.073091,26.143136,3.340534e+00,3.340534,3.340534,3.876857,3.340534,3.340534,3.340534,3.876857,0.271160,0.788230,
58,72.000000,72.000000,72.000000,94.500000,15.000000,15.000000,15.000000,25.903343,7.073091,7.073091,7.073091,12.000000,2.600400e+00,2.600400,2.600400,2.600400,3.706545,3.706545,3.706545,4.086404,0.327290,0.788230,
59,72.000000,72.000000,72.000000,94.500000,12.750000,15.000000,15.000000,34.594613,6.192896,7.073091,7.073091,26.143136,3.285899e+00,3.285899,3.285899,3.650662,3.285899,3.285899,3.285899,3.650662,0.253960,0.788230,
60,72.000000,72.000000,94.500000,94.500000,10.760672,15.000000,15.000000,24.000000,6.192896,7.073091,7.073091,10.032337,2.799500e+00,2.799500,2.799500,2.799500,4.881355,5.010107,5.010107,5.275561,0.220940,0.788230,
61,39.061852,63.339861,111.900000,111.900000,14.281371,23.802285,36.400000,44.600000,2.200000,5.559608,9.800000,9.800000,2.547062e+00,2.778119,3.039590,3.039590,2.547062,2.778119,3.039590,3.039590,0.065637,0.788230,
62,55.800000,108.300000,111.900000,111.900000,25.903343,36.400000,36.400000,44.600000,2.200000,9.800000,9.800000,10.032337,2.378183e+00,2.804000,2.804000,2.804000,2.378183,3.001990,3.033355,3.033355,0.186700,0.788230,
63,38.003917,85.900000,85.900000,111.900000,9.900000,9.900000,23.802285,36.400000,7.654121,10.032337,32.800000,32.800000,2.441572e+00,2.651326,3.535000,3.535000,2.441572,2.651326,3.854434,3.854434,0.485890,0.788230,
64,55.800000,85.900000,85.900000,111.900000,9.900000,9.900000,14.281371,36.400000,9.800000,32.800000,32.800000,32.800000,2.775061e+00,3.771000,3.771000,3.771000,2.775061,4.214870,4.214870,4.214870,0.591840,0.788230,
65,38.003917,63.339861,85.900000,85.900000,9.900000,14.281371,15.000000,25.903343,7.073091,10.032337,32.800000,32.800000,2.155317e+00,2.413233,3.611238,3.611238,2.155317,2.413233,3.611238,3.611238,0.499450,0.788230,
66,38.003917,72.000000,85.900000,94.500000,9.900000,14.281371,15.000000,25.903343,7.073091,7.654121,32.800000,32.800000,2.155600e+00,2.155600,2.155600,2.155600,2.729638,3.541105,3.779259,3.905674,0.365600,0.788230,
67,72.000000,85.900000,85.900000,94.500000,9.900000,10.760672,15.000000,25.903343,7.073091,10.032337,32.800000,32.800000,2.723700e+00,2.723700,2.723700,2.723700,3.918377,4.182354,4.182354,4.324950,0.412660,0.788230,
68,55.800000,72.000000,94.500000,103.500000,10.760672,15.000000,15.000000,40.500000,6.192896,7.073091,7.073091,26.143136,2.868500e+00,2.868500,2.868500,2.868500,4.038407,4.450916,4.869242,4.997881,0.458620,0.788230,
69,43.350000,72.000000,94.500000,103.500000,10.760672,12.750000,15.000000,40.500000,4.319862,6.192896,7.073091,26.143136,2.981800e+00,2.981800,2.981800,2.981800,3.570050,4.301781,4.679748,4.796255,0.259280,0.788230,
70,43.350000,94.500000,94.500000,94.500000,10.760672,10.760672,12.750000,23.802285,4.319862,6.192896,6.192896,11.587079,3.097300e+00,3.097300,3.097300,3.097300,3.963342,5.050207,5.050207,5.050207,0.283440,0.788230,
71,38.003917,63.339861,65.103086,111.900000,8.232349,23.802285,25.903343,36.400000,0.199819,9.266013,9.800000,10.032337,1.974800e+00,1.974800,1.974800,1.974800,2.617461,3.272741,3.305303,3.319284,-0.058994,0.788230,
72,38.003917,55.800000,85.900000,85.900000,9.900000,14.281371,25.903343,25.903343,5.559608,10.032337,15.000000,32.800000,1.852413e+00,2.303202,2.716226,3.664882,1.852413,2.303202,2.716226,3.664882,0.652030,0.788230,
73,38.003917,55.800000,85.900000,111.900000,9.900000,14.281371,25.903343,36.400000,7.654121,10.032337,32.800000,32.800000,2.123284e+00,2.308052,3.500055,3.500055,2.123284,2.308052,3.500055,3.500055,0.488870,0.788230,
74,38.003917,55.800000,85.900000,85.900000,9.900000,14.281371,25.903343,25.903343,7.654121,10.032337,32.800000,32.800000,1.997862e+00,2.148280,3.112930,3.112930,1.997862,2.148280,3.112930,3.112930,0.507000,0.788230,
75,38.003917,38.003917,85.900000,85.900000,9.900000,14.281371,14.281371,25.903343,7.654121,7.654121,15.000000,32.800000,1.965563e+00,1.965563,2.363412,3.046782,1.965563,1.965563,2.363412,3.046782,0.324190,0.788230,
76,38.003917,55.800000,94.500000,103.500000,10.760672,14.281371,25.903343,40.500000,6.192896,7.654121,10.032337,26.143136,2.499599e+00,2.952337,3.717388,3.859996,2.499599,2.952337,3.717388,3.859996,0.433190,0.788230,
77,43.350000,94.500000,94.500000,103.500000,10.760672,12.750000,25.903343,40.500000,4.319862,6.192896,11.587079,26.143136,3.149493e+00,3.853200,3.853200,3.853200,3.149493,4.271799,4.271799,4.412089,0.347270,0.788230,
78,6.371967,43.350000,94.500000,103.500000,1.080461,10.760672,12.750000,40.500000,0.132255,5.559608,6.192896,26.143136,2.967981e+00,3.422700,3.422700,3.422700,2.967981,4.061446,4.147573,5.115478,0.122390,0.788230,
79,6.371967,43.350000,94.500000,94.500000,1.080461,4.585948,10.760672,12.750000,0.132255,1.408397,6.192896,6.192896,3.118800e+00,3.118800,3.118800,3.118800,3.951510,4.046321,4.345971,4.345971,0.133460,0.788230,
80,6.371967,81.726908,94.500000,94.500000,1.080461,10.760672,10.760672,23.802285,0.132255,6.192896,6.192896,24.065059,2.602878e+00,3.184600,3.184600,3.184600,2.602878,4.520555,4.520555,5.491693,0.208250,0.788230,
81,6.371967,63.339861,63.339861,65.103086,1.900000,8.232349,23.802285,23.802285,0.199819,0.727721,9.266013,9.266013,2.016750e+00,3.202155,3.637954,3.637954,2.016750,3.202155,3.637954,3.637954,0.177370,0.788230,
82,38.003917,55.800000,55.800000,63.339861,14.281371,25.903343,25.903343,25.903343,7.654121,10.032337,10.032337,10.032337,2.188200e+00,2.188200,2.188200,2.188200,2.349234,2.545781,2.545781,2.545781,0.037581,0.788230,
83,38.003917,55.800000,55.800000,63.339861,14.281371,25.903343,25.903343,25.903343,7.654121,10.032337,10.032337,10.032337,1.971840e+00,2.281987,2.281987,2.405081,1.971840,2.281987,2.281987,2.405081,0.126830,0.788230,
84,38.003917,38.003917,55.800000,103.500000,14.281371,14.281371,23.802285,40.500000,7.654121,7.654121,10.032337,26.143136,1.838700e+00,1.838700,1.838700,1.838700,2.105985,2.105985,2.280553,3.203908,0.168010,0.788230,
85,38.003917,38.003917,103.500000,103.500000,14.281371,14.281371,25.903343,40.500000,7.654121,7.654121,24.065059,26.143136,1.925261e+00,1.925261,3.140866,3.140866,1.925261,1.925261,3.140866,3.140866,0.298790,0.788230,
86,38.003917,94.500000,103.500000,103.500000,10.760672,25.000000,40.500000,40.500000,6.192896,10.032337,26.143136,26.143136,2.210200e+00,2.210200,2.210200,2.210200,2.634704,4.040127,4.189640,4.189640,0.285860,0.788230,
87,43.350000,55.800000,94.500000,111.081872,10.760672,12.750000,25.000000,40.500000,4.319862,6.192896,24.065059,26.143136,3.081300e+00,3.081300,3.081300,3.081300,3.354226,3.737875,4.548807,4.771719,0.307900,0.788230,
88,6.371967,49.109350,94.500000,103.500000,1.080461,10.760672,12.750000,40.500000,0.132255,6.192896,6.192896,26.143136,3.016000e+00,3.016000,3.016000,3.016000,3.421785,3.940824,3.940824,4.904965,0.132390,0.788230,
89,6.371967,43.350000,94.500000,94.500000,1.080461,10.760672,12.750000,34.594613,0.132255,4.319862,6.192896,33.074488,3.082200e+00,3.082200,3.082200,3.082200,3.401618,3.610067,3.695637,4.534440,0.045047,0.788230,
90,6.371967,43.350000,94.500000,94.500000,1.080461,10.760672,12.750000,34.594613,0.132255,5.559608,6.192896,33.074488,2.592747e+00,3.379800,3.379800,3.379800,2.592747,3.696801,3.784916,4.859497,0.022714,0.788230,
91,63.339861,63.339861,63.339861,63.339861,18.792314,23.802285,23.802285,23.802285,5.559608,9.266013,9.266013,9.266013,3.650406e+00,4.251268,4.251268,4.251268,3.650406,4.251268,4.251268,4.251268,0.253200,0.788230,
92,63.339861,63.339861,63.339861,63.339861,23.802285,23.802285,23.802285,23.802285,9.266013,9.266013,9.266013,9.266013,4.521333e+00,4.521333,4.521333,4.521333,4.521333,4.521333,4.521333,4.521333,0.439820,0.788230,
93,63.339861,63.339861,63.339861,63.339861,23.802285,23.802285,23.802285,25.000000,9.266013,9.266013,9.266013,10.032337,4.362163e+00,4.362163,4.362163,4.362163,4.362163,4.362163,4.362163,4.362163,0.334460,0.788230,
94,55.800000,63.339861,63.339861,63.339861,23.802285,23.802285,25.903343,25.903343,9.266013,9.266013,10.032337,10.032337,3.100400e+00,3.100400,3.100400,3.100400,4.327662,4.467001,4.467001,4.467001,0.567190,0.788230,
95,55.800000,55.800000,55.800000,63.339861,23.802285,25.903343,25.903343,25.903343,9.266013,10.032337,10.032337,10.032337,2.600300e+00,2.600300,2.600300,2.600300,3.817160,3.817160,3.817160,3.974597,0.456150,0.788230,
96,55.800000,55.800000,55.800000,63.339861,23.802285,25.903343,25.903343,25.903343,9.266013,10.032337,10.032337,10.032337,2.808200e+00,2.808200,2.808200,2.808200,3.669699,3.669699,3.669699,3.843504,0.370550,0.788230,
97,0.951662,55.800000,63.339861,103.500000,1.104398,25.903343,25.903343,40.500000,0.034437,10.032337,10.032337,26.143136,2.050922e+00,2.487100,2.487100,2.487100,2.050922,3.250093,3.250093,4.573001,0.481560,0.788230,
98,55.800000,103.500000,103.500000,103.500000,18.792314,40.500000,40.500000,40.500000,9.266013,26.143136,26.143136,26.143136,2.548705e+00,3.703660,3.703660,3.703660,2.548705,3.703660,3.703660,3.703660,0.306650,0.788230,
99,0.951662,55.800000,103.500000,111.081872,1.104398,18.792314,25.903343,40.500000,0.034437,10.032337,24.065059,26.143136,9.118062e-01,2.865464,3.749400,3.749400,0.911806,2.865464,3.766780,3.867416,0.374370,0.788230,
100,38.003917,55.800000,94.500000,103.500000,10.760672,12.750000,23.802285,40.500000,4.319862,6.192896,10.032337,33.074488,2.723212e+00,3.213872,3.995234,4.133151,2.723212,3.213872,3.995234,4.133151,0.345020,0.788230,
