ClimateBin,Nrate25,Nrate50,Nrate75,Nrate95,P2O5rate25,P2O5rate50,P2O5rate75,P2O5rate95,K2Orate25,K2Orate50,K2Orate75,K2Orate95,ModYieldIrrOff25,ModYieldIrrOff50,ModYieldIrrOff75,ModYieldIrrOff95,ModYieldIrrOn25,ModYieldIrrOn50,ModYieldIrrOn75,ModYieldIrrOn95,ClimateBinR2,GlobalCropR2,
22,1.932115,12.728093,59.960310,73.320665,1.131741,3.805533,12.727945,14.161464,0.270597,2.518992,6.236497,6.236497,1.206278e+00,1.817882,2.435700,2.435700,1.206278,1.817882,3.261889,3.457629,0.787900,0.788230,
23,12.728093,59.960310,59.960310,86.873322,3.805533,14.161464,14.161464,22.738934,3.547787,5.340450,5.340450,6.236497,1.760815e+00,2.564500,2.564500,2.564500,1.760815,2.917161,2.917161,3.005523,0.678880,0.788230,
24,12.728093,12.728093,59.960310,86.873322,3.805533,3.805533,17.079510,20.793492,3.547787,6.236497,6.236497,11.655741,1.668447e+00,1.668447,2.927948,3.272234,1.668447,1.668447,2.927948,3.272234,0.889390,0.788230,
25,12.728093,12.728093,12.728093,61.902657,3.805533,3.805533,3.805533,20.793492,6.236497,6.236497,6.236497,15.066128,1.928038e+00,1.928038,1.928038,2.529302,1.928038,1.928038,1.928038,2.529302,0.626740,0.788230,
26,12.728093,12.728093,42.975157,82.696329,3.805533,3.805533,12.188264,21.529056,6.236497,6.236497,6.236497,83.362308,2.051127e+00,2.051127,2.713213,3.402440,2.051127,2.051127,2.713213,3.402440,0.582720,0.788230,
27,12.728093,22.000000,47.000000,82.696329,3.805533,10.061019,12.188264,14.962605,6.236497,13.750452,15.066128,83.362308,1.976867e+00,2.230833,2.831970,3.512955,1.976867,2.230833,2.831970,3.512955,0.545700,0.788230,
28,12.728093,47.000000,47.000000,110.510338,3.805533,12.188264,12.188264,19.094167,6.236497,13.750452,83.362308,83.362308,1.955588e+00,2.771107,2.771107,3.839088,1.955588,2.771107,2.771107,3.839088,0.419360,0.788230,
29,47.000000,69.957822,117.997256,141.461971,12.188264,12.191936,19.094167,36.305318,13.750452,22.681717,22.681717,83.362308,3.833288e+00,4.446185,5.163538,5.350634,3.833288,4.446185,5.163538,5.350634,0.535600,0.788230,
30,69.957822,69.957822,118.000000,121.494011,12.191936,12.191936,31.269534,36.305318,22.681717,22.681717,28.977984,50.766839,5.185709e+00,5.185709,5.490777,5.787107,5.185709,5.185709,5.490777,5.787107,0.617000,0.788230,
31,1.932115,1.932115,12.728093,59.960310,1.131741,1.131741,3.805533,14.161464,0.270597,0.270597,5.340450,6.236497,1.301290e+00,1.301290,2.142400,2.142400,1.301290,1.301290,2.346874,4.578476,0.779960,0.788230,
32,41.653198,59.960310,59.960310,79.285958,14.161464,14.161464,14.161464,27.206610,5.340450,5.340450,6.236497,11.655741,2.392489e+00,2.392489,2.392489,2.947423,2.392489,2.392489,2.392489,2.947423,0.426990,0.788230,
33,12.728093,12.728093,59.960310,79.285958,3.805533,3.805533,14.161464,22.738934,5.340450,6.236497,6.236497,11.655741,1.794227e+00,1.794227,2.817767,3.034734,1.794227,1.794227,2.817767,3.034734,0.875360,0.788230,
34,12.728093,12.728093,42.975157,82.696329,3.805533,3.805533,13.837047,22.738934,6.236497,6.236497,6.236497,20.088400,1.872411e+00,1.872411,2.733688,3.579991,1.872411,1.872411,2.733688,3.579991,0.835020,0.788230,
35,12.728093,42.975157,69.957822,195.484547,3.805533,12.188264,18.761720,25.315176,6.236497,6.236497,22.681717,33.245632,2.121249e+00,3.143793,3.853389,5.628906,2.121249,3.143793,3.853389,5.628906,0.807540,0.788230,
36,12.728093,47.000000,69.957822,141.461971,3.805533,12.188264,14.161464,25.315176,6.236497,9.393929,22.681717,83.362308,2.141474e+00,3.315544,3.920045,5.163505,2.141474,3.315544,3.920045,5.163505,0.672290,0.788230,
37,12.728093,47.000000,69.957822,141.461971,3.805533,12.188264,12.191936,25.315176,6.236497,19.947379,83.362308,83.362308,2.152896e+00,3.114946,3.637639,4.804265,2.152896,3.114946,3.637639,4.804265,0.615270,0.788230,
38,6.299524,47.000000,82.696329,148.214679,1.378315,12.191936,20.512256,27.655565,0.484517,19.947379,23.767101,83.362308,1.968375e+00,3.246896,4.068636,5.077437,1.968375,3.246896,4.068636,5.077437,0.644870,0.788230,
39,42.975157,117.997256,118.000000,195.484547,14.962605,26.515614,27.946770,36.305318,9.393929,23.767101,33.480667,50.766839,3.388036e+00,5.242339,5.242389,6.307563,3.388036,5.242339,5.242389,6.307563,0.795720,0.788230,
40,69.957822,117.997256,118.000000,195.484547,14.161464,27.655565,31.269534,36.305318,22.000000,23.767101,33.480667,50.766839,4.514635e+00,5.429374,5.429417,6.370918,4.514635,5.429374,5.429417,6.370918,0.701800,0.788230,
41,1.932115,12.728093,54.964233,69.421997,1.131741,3.805533,14.161464,24.223961,0.270597,4.005337,6.236497,11.655741,1.251638e+00,2.106146,2.767600,2.767600,1.251638,2.106146,4.209180,4.627692,0.691280,0.788230,
42,12.728093,12.728093,41.800075,79.285958,3.805533,3.805533,14.161464,28.438994,5.340450,6.236497,6.236497,11.655741,1.596009e+00,1.596009,2.381181,3.031831,1.596009,1.596009,2.381181,3.031831,0.539810,0.788230,
43,12.728093,12.728093,59.960310,176.100773,3.805533,3.805533,15.457334,25.762223,6.236497,6.236497,9.393929,20.088400,1.969596e+00,1.969596,3.532664,5.618493,1.969596,1.969596,3.532664,5.618493,0.839050,0.788230,
44,6.299524,42.975157,65.718931,176.100773,1.378315,15.457334,15.457334,25.762223,0.484517,9.393929,19.947379,24.108759,1.703866e+00,3.011684,3.655715,5.583291,1.703866,3.011684,3.655715,5.583291,0.783470,0.788230,
45,6.299524,12.728093,71.625261,176.100773,1.378315,3.805533,18.761720,25.762223,0.484517,6.236497,20.088400,33.245632,1.700691e+00,1.954447,3.783425,5.559052,1.700691,1.954447,3.783425,5.559052,0.739710,0.788230,
46,6.299524,6.567594,71.625261,148.214679,1.378315,1.378315,19.094167,27.946770,0.484517,0.484517,20.088400,33.245632,1.751340e+00,1.762254,3.841763,5.263684,1.751340,1.762254,3.841763,5.263684,0.608850,0.788230,
47,6.299524,6.299524,42.975157,148.214679,1.378315,1.378315,14.962605,27.946770,0.484517,0.484517,9.393929,33.480667,2.123897e+00,2.123897,3.350491,5.417080,2.123897,2.123897,3.350491,5.417080,0.593300,0.788230,
48,6.299524,42.975157,117.997256,171.284076,1.378315,15.457334,27.655565,36.305318,0.484517,9.393929,31.508620,50.766839,2.137686e+00,3.458096,5.169872,5.873867,2.137686,3.458096,5.169872,5.873867,0.778960,0.788230,
49,100.016184,118.000000,171.284076,171.284076,19.695317,27.655565,27.946770,36.305318,19.947379,26.839099,33.480667,50.766839,5.009742e+00,5.299970,5.919962,5.919962,5.009742,5.299970,5.919962,5.919962,0.696630,0.788230,
50,95.073991,118.000000,171.284076,172.000378,18.761720,27.655565,36.305318,49.161890,22.000000,29.329893,45.071673,50.766839,4.989539e+00,5.413557,6.066864,6.073278,4.989539,5.413557,6.066864,6.073278,0.617260,0.788230,
51,1.932115,12.728093,59.960310,79.285958,1.131741,3.805533,20.177814,28.007543,0.270597,5.340450,6.236497,12.227322,1.173147e+00,1.662906,3.163200,3.163200,1.173147,1.662906,3.297488,3.779801,0.531280,0.788230,
52,12.728093,41.653198,56.878087,100.016184,3.805533,14.161464,28.078282,34.436948,0.000000,6.236497,6.236497,17.264543,1.580509e+00,2.405021,2.684573,3.144687,1.580509,2.405021,2.684573,3.144687,0.722330,0.788230,
53,6.299524,6.299524,12.728093,79.285958,1.378315,1.378315,3.805533,34.436948,0.484517,0.484517,6.236497,17.264543,1.609032e+00,1.609032,1.810316,2.787798,1.609032,1.609032,1.810316,2.787798,0.643520,0.788230,
54,6.299524,6.299524,6.299524,73.404651,1.378315,1.378315,1.378315,30.078320,0.484517,0.484517,0.484517,17.264543,1.596080e+00,1.596080,1.596080,3.007554,1.596080,1.596080,1.596080,3.007554,0.327770,0.788230,
55,6.299524,6.299524,6.299524,100.016184,1.378315,1.378315,1.378315,36.305318,0.484517,0.484517,0.484517,24.108759,1.659752e+00,1.659752,1.659752,3.386300,1.659752,1.659752,1.659752,4.360687,0.543400,0.788230,
56,6.299524,6.299524,100.016184,118.000000,1.378315,1.378315,28.007543,42.725041,0.484517,0.484517,20.088400,50.766839,2.118415e+00,2.118415,4.024048,5.354002,2.118415,2.118415,4.024048,5.354002,0.741740,0.788230,
57,15.510000,80.818520,118.000000,121.494011,3.805533,24.958000,36.305318,45.176661,0.484517,11.655741,50.766839,50.766839,2.110025e+00,3.421156,5.756247,5.756247,2.110025,3.421156,5.756247,5.756247,0.794150,0.788230,
58,82.696329,118.000000,126.024132,184.427087,20.512256,27.105996,36.305318,45.176661,14.300194,22.000000,23.833657,50.766839,4.928982e+00,5.676200,5.812773,6.539379,4.928982,5.676200,5.812773,6.539379,0.704720,0.788230,
59,110.656252,117.290728,172.000378,184.427087,27.105996,31.269534,36.305318,45.176661,14.300194,23.833657,28.977984,50.766839,5.559558e+00,5.686712,6.460052,6.582577,5.559558,5.686712,6.460052,6.582577,0.729290,0.788230,
60,95.073991,110.656252,118.000000,172.000378,24.958000,36.305318,49.161890,49.161890,16.887976,29.329893,45.071673,50.766839,5.264968e+00,5.566259,5.688035,6.296520,5.264968,5.566259,5.688035,6.296520,0.583690,0.788230,
61,12.728093,41.800075,49.763277,59.960310,3.805533,14.745896,28.007543,32.006374,0.000000,0.378791,6.236497,11.655741,1.547202e+00,2.344357,2.511017,2.698620,1.547202,2.344357,2.511017,2.698620,0.444870,0.788230,
62,12.728093,41.800075,49.763277,57.936431,3.805533,28.007543,28.078282,34.187094,0.000000,0.000000,0.484517,8.759405,1.588996e+00,2.364282,2.492446,2.599038,1.588996,2.364282,2.492446,2.599038,0.759750,0.788230,
63,6.299524,41.653198,49.510028,73.404651,1.378315,14.534377,28.078282,34.187094,0.000000,0.484517,0.484517,13.741626,1.341800e+00,2.441566,2.565269,2.806741,1.341800,2.441566,2.565269,2.806741,0.742850,0.788230,
64,6.299524,12.728093,49.480421,100.016184,1.378315,3.805533,28.007543,54.879502,0.484517,0.484517,6.236497,30.961633,1.335372e+00,1.610503,2.519720,2.914465,1.335372,1.610503,2.519720,2.914465,0.810670,0.788230,
65,6.299524,41.800075,100.016184,100.016184,1.378315,20.512256,54.879502,54.879502,0.484517,6.236497,30.961633,30.961633,1.364590e+00,2.467062,2.946321,2.946321,1.364590,2.467062,2.946321,2.946321,0.795960,0.788230,
66,12.728093,58.097370,73.404651,100.016184,3.805533,7.975725,29.043055,54.879502,2.000000,7.937338,12.523015,30.961633,1.707733e+00,2.923800,2.923800,2.923800,1.707733,2.988545,3.187103,3.397439,0.665370,0.788230,
67,15.510000,41.800075,58.097370,100.016184,3.805533,7.975725,23.225399,54.879502,2.814448,6.236497,8.505361,30.961633,2.092434e+00,2.923100,2.923100,2.923100,2.092434,3.041480,3.340536,3.671574,0.505810,0.788230,
68,15.510000,25.298959,100.016184,184.427087,3.805533,6.671059,29.004670,54.879502,2.814448,6.236497,14.300194,30.961633,1.775851e+00,2.194545,4.507329,5.895676,1.775851,2.194545,4.507329,5.895676,0.739500,0.788230,
69,58.097370,110.656252,142.160975,184.427087,23.906786,29.004670,34.187094,54.879502,14.300194,14.300194,23.833657,30.961633,3.974213e+00,5.447047,6.013045,6.532527,3.974213,5.447047,6.013045,6.532527,0.774830,0.788230,
70,51.448397,110.656252,110.656252,142.160975,20.512256,27.105996,34.187094,71.208402,14.300194,14.300194,24.108759,45.071673,3.813406e+00,5.315866,5.315866,5.711285,3.813406,5.315866,5.315866,5.711285,0.741610,0.788230,
71,12.000000,44.903387,49.763277,69.421997,3.805533,15.497681,20.512256,28.007543,0.270597,8.759405,9.070112,14.599009,8.827480e-01,1.779601,2.054615,2.376722,0.882748,1.779601,2.054615,2.376722,0.320000,0.788230,
72,41.800075,49.763277,100.016184,100.016184,19.381007,32.006374,54.879502,54.879502,0.000000,8.759405,30.961633,30.961633,2.123994e+00,2.551367,2.916495,2.916495,2.123994,2.551367,2.916495,2.916495,0.706670,0.788230,
73,41.653198,58.551175,100.016184,100.016184,19.381007,34.187094,54.879502,54.879502,2.000000,13.741626,30.961633,30.961633,1.929748e+00,2.481921,2.829286,2.829286,1.929748,2.481921,2.829286,2.829286,0.677110,0.788230,
74,41.800075,73.404651,100.016184,100.016184,20.512256,42.725041,54.879502,54.879502,8.759405,24.108759,30.961633,30.961633,1.886961e+00,2.532442,2.717309,2.717309,1.886961,2.532442,2.717309,2.717309,0.540640,0.788230,
75,41.653198,73.404651,100.016184,100.016184,26.205137,42.725041,54.879502,54.879502,8.759405,24.108759,30.961633,30.961633,2.002383e+00,2.530466,2.760893,2.760893,2.002383,2.530466,2.760893,2.760893,0.395890,0.788230,
76,41.800075,73.404651,98.455642,111.798766,15.821270,34.187094,48.196424,54.879502,2.000000,24.108759,24.840635,30.961633,2.412175e+00,2.556600,2.556600,2.556600,2.412175,2.966528,3.171497,3.236236,0.369790,0.788230,
77,15.510000,41.800075,73.404651,111.798766,3.805533,22.360270,34.187094,55.992968,0.000000,2.110631,12.523015,40.181265,2.110141e+00,2.211913,2.634199,3.400170,2.110141,2.211913,2.634199,3.400170,0.258380,0.788230,
78,15.510000,41.800075,69.666792,111.798766,3.805533,15.821270,38.819185,71.208402,0.000000,2.110631,14.300194,40.181265,1.478032e+00,2.396802,3.117796,3.860263,1.478032,2.396802,3.117796,3.860263,0.533260,0.788230,
79,40.628768,69.666792,110.656252,145.127283,14.534377,27.105996,45.176661,71.208402,0.000000,14.300194,19.706028,34.427272,2.370610e+00,3.334067,4.246212,4.795145,2.370610,3.334067,4.246212,4.795145,0.663190,0.788230,
80,46.541557,79.285958,110.656252,184.427087,20.512256,38.963472,49.000000,170.000000,5.694994,18.531424,24.280340,90.000000,3.043035e+00,3.954788,4.526800,4.526800,3.043035,3.954788,4.527276,5.223130,0.642350,0.788230,
81,36.036729,39.991661,45.157085,69.421997,12.082807,20.604642,24.223961,31.059837,2.000000,2.217679,9.070112,14.599009,1.579900e+00,1.579900,1.579900,1.579900,1.698568,1.954106,2.189304,2.654748,0.502440,0.788230,
82,12.000000,36.036729,46.514529,69.421997,10.000000,26.412198,31.059837,38.963472,2.000000,2.110631,2.217679,13.467346,8.507351e-01,1.570087,1.652000,1.652000,0.850735,1.570087,1.750599,1.990023,0.498220,0.788230,
83,36.036729,36.417224,46.514529,73.404651,26.412198,31.059837,38.963472,48.196424,2.110631,2.217679,2.217679,24.108759,1.810833e+00,1.820505,2.043377,2.092700,1.810833,1.820505,2.043377,2.406879,0.479670,0.788230,
84,36.036729,36.417224,46.514529,73.404651,26.412198,31.059837,38.963472,48.196424,2.110631,2.217679,7.045228,24.108759,1.892199e+00,2.040958,2.048100,2.048100,1.892199,2.040958,2.236336,2.396353,0.398050,0.788230,
85,36.036729,41.653198,73.404651,83.680090,26.412198,32.512287,42.725041,50.967653,2.217679,7.045228,24.108759,30.576092,1.865379e+00,2.069199,2.288400,2.288400,1.865379,2.069199,2.339055,2.505409,0.562490,0.788230,
86,36.036729,36.417224,46.514529,83.680090,14.534377,31.059837,38.963472,48.196424,2.110631,2.217679,7.045228,30.376733,1.876979e+00,1.887134,2.128301,2.244000,1.876979,1.887134,2.128301,2.674942,0.563560,0.788230,
87,36.036729,36.417224,55.508855,83.680090,20.512256,31.059837,38.963472,55.992968,2.110631,2.217679,5.436629,40.181265,1.981948e+00,1.991484,2.373200,2.373200,1.981948,1.991484,2.380122,2.723159,0.509920,0.788230,
88,36.036729,45.201353,62.935663,98.410527,18.000000,26.412198,36.177292,55.992968,0.000000,2.110631,7.045228,40.181265,1.634038e+00,2.160884,2.252000,2.252000,1.634038,2.160884,2.452570,2.796839,0.290440,0.788230,
89,25.000000,39.991661,57.972411,107.278644,10.000000,24.957669,36.177292,47.158680,0.000000,0.000000,2.217679,28.787578,1.795872e+00,1.795872,1.998600,1.998600,1.795872,1.795872,2.313125,2.982263,0.228440,0.788230,
90,25.000000,39.991661,89.051801,132.143263,6.803653,24.958000,38.430949,58.772775,0.000000,2.217679,16.887976,21.687640,1.842537e+00,2.282348,2.937200,2.937200,1.842537,2.282348,3.311112,3.701300,0.479620,0.788230,
91,39.991661,39.991661,45.157085,69.421997,20.177814,20.604642,20.604642,26.412198,0.000000,0.000000,8.759405,14.595063,5.067892e-01,0.506789,2.053747,2.513400,0.506789,0.506789,2.053747,2.553100,0.676080,0.788230,
92,25.087066,36.417224,39.991661,39.991661,14.161464,20.604642,31.059837,32.512287,0.394283,2.110631,2.217679,7.800444,6.176523e-01,1.263727,1.291356,1.351597,0.617652,1.263727,1.291356,1.351597,0.531390,0.788230,
93,12.000000,36.036729,39.991661,46.514529,10.000000,20.604642,26.412198,38.963472,2.000000,2.000000,2.217679,7.800444,7.327977e-01,1.343740,1.394338,1.399600,0.732798,1.343740,1.394338,1.546348,0.578610,0.788230,
94,12.000000,36.036729,36.417224,46.514529,10.000000,20.604642,26.412198,36.177292,2.000000,2.000000,2.217679,2.217679,8.156064e-01,1.496582,1.537140,1.552014,0.815606,1.496582,1.537140,1.552014,0.631070,0.788230,
95,12.000000,36.036729,39.991661,46.514529,10.000000,20.604642,27.059650,36.177292,2.000000,2.000000,2.217679,2.217679,8.654440e-01,1.547697,1.741615,1.741615,0.865444,1.547697,1.741615,1.741615,0.688750,0.788230,
96,12.000000,36.417224,39.991661,56.270526,10.000000,20.604642,31.059837,36.177292,0.378791,2.000000,2.217679,8.759405,8.766418e-01,1.408433,1.739800,1.884864,0.876642,1.408433,1.739800,1.884864,0.610420,0.788230,
97,12.000000,36.417224,39.991661,69.421997,10.000000,20.512256,26.412198,36.177292,1.415609,2.000000,2.217679,11.647936,7.962492e-01,1.555729,1.620209,1.988282,0.796249,1.555729,1.620209,1.988282,0.281420,0.788230,
98,12.000000,39.735289,41.800075,75.000000,10.000000,20.604642,27.059650,42.725041,0.000000,2.000000,2.217679,26.834328,1.043388e+00,1.416309,1.600031,1.941483,1.043388,1.416309,1.600031,1.941483,0.356030,0.788230,
99,29.176835,39.735289,39.991661,98.410527,12.000000,23.378083,36.177292,47.158680,0.000000,1.330607,2.217679,26.834328,1.908100e+00,1.908100,1.908100,1.908100,1.965658,2.205460,2.210255,2.674509,0.232610,0.788230,
100,12.000000,39.735289,56.186739,79.285958,10.000000,20.604642,29.944794,58.890999,0.000000,0.000000,2.000000,11.655741,1.363836e+00,1.681147,2.528900,2.528900,1.363836,1.681147,2.556885,3.725232,0.206230,0.788230,
