ClimateBin,Nrate25,Nrate50,Nrate75,Nrate95,P2O5rate25,P2O5rate50,P2O5rate75,P2O5rate95,K2Orate25,K2Orate50,K2Orate75,K2Orate95,ModYieldIrrOff25,ModYieldIrrOff50,ModYieldIrrOff75,ModYieldIrrOff95,ModYieldIrrOn25,ModYieldIrrOn50,ModYieldIrrOn75,ModYieldIrrOn95,ClimateBinR2,GlobalCropR2,
23,31.219835,118.928936,209.032678,219.907210,11.579149,48.559310,50.526562,66.769051,7.470484,48.882315,77.710347,97.303188,1.798949e+01,34.948676,41.595493,44.641012,17.989486,34.948676,41.595493,44.641012,0.758840,0.788230,
24,31.219835,105.120480,130.494388,219.907210,11.579149,29.450549,50.526562,59.485154,7.470484,16.318038,66.429813,97.303188,2.148057e+01,25.450356,38.619751,43.534724,21.480569,25.450356,38.619751,43.534724,0.677350,0.788230,
25,18.808699,31.219835,112.544849,209.032678,4.127772,11.579149,43.703379,57.057189,2.052533,7.470484,24.032024,97.303188,1.859832e+01,22.227710,30.880925,46.027070,18.598323,22.227710,30.880925,46.027070,0.726010,0.788230,
26,18.808699,31.219835,89.940465,188.968395,4.127772,11.579149,24.376528,59.068744,2.052533,7.470484,16.318038,147.394226,1.869489e+01,21.510829,25.590920,45.846576,18.694886,21.510829,25.590920,45.846576,0.779450,0.788230,
27,18.808699,18.808699,109.953605,172.784237,4.127772,4.127772,44.553057,65.209130,2.052533,2.052533,61.416242,162.171981,1.865013e+01,18.650125,39.914734,49.748373,18.650125,18.650125,39.914734,49.748373,0.878460,0.788230,
28,18.808699,18.808699,112.544849,188.968395,4.127772,4.127772,43.703379,65.209130,2.052533,2.052533,41.361959,162.171981,1.889322e+01,18.893216,36.263641,52.676340,18.893216,18.893216,36.263641,52.676340,0.932670,0.788230,
29,18.808699,18.808699,120.828137,165.574607,4.127772,4.127772,64.529652,65.209130,2.052533,2.052533,130.001888,162.171981,1.932716e+01,19.327157,56.090769,56.253215,19.327157,19.327157,56.090769,56.253215,0.928710,0.788230,
30,107.925198,114.064014,155.575622,166.267032,52.474392,52.474392,65.209130,72.962245,115.121896,134.623215,157.750856,162.171981,5.559528e+01,55.595278,56.734500,56.734500,55.595278,55.595278,58.354762,59.829479,0.126180,0.788230,
31,89.940465,118.928936,119.920621,130.494388,22.658342,22.658342,50.526562,65.433124,16.318038,29.930455,32.042698,82.723918,3.184181e+01,41.599219,42.790420,44.277367,31.841814,41.599219,42.790420,44.277367,0.569480,0.788230,
32,31.219835,126.869544,209.032678,219.907210,11.579149,43.777347,54.629223,66.769051,7.470484,66.429813,77.710347,97.303188,2.101021e+01,36.163227,39.850000,39.850000,21.010213,36.163227,43.272617,43.951360,0.777090,0.788230,
33,89.940465,118.928936,201.782989,219.907210,24.376528,49.773292,54.629223,66.769051,16.318038,53.194333,77.710347,97.303188,2.454461e+01,36.733035,41.576353,44.260525,24.544614,36.733035,41.576353,44.260525,0.722640,0.788230,
34,31.219835,89.940465,118.928936,175.200799,11.579149,22.139276,49.773292,57.057189,7.470484,16.318038,61.416242,97.303188,2.166962e+01,26.132490,41.101321,47.203030,21.669621,26.132490,41.101321,47.203030,0.748450,0.788230,
35,31.219835,89.940465,165.574607,175.200799,11.579149,29.450549,50.526562,65.209130,7.470484,16.318038,88.990881,162.171981,2.130964e+01,26.111902,46.780580,52.613776,21.309644,26.111902,46.780580,52.613776,0.839700,0.788230,
36,18.808699,18.808699,105.120480,172.784237,4.127772,4.127772,37.633465,65.209130,2.052533,2.052533,24.032024,162.171981,1.716396e+01,17.163959,28.985645,52.435282,17.163959,17.163959,28.985645,52.435282,0.929210,0.788230,
37,18.808699,18.808699,18.808699,165.574607,4.127772,4.127772,4.127772,65.209130,2.052533,2.052533,2.052533,162.171981,1.851467e+01,18.514667,18.514667,52.301139,18.514667,18.514667,18.514667,52.301139,0.962850,0.788230,
38,18.808699,18.808699,114.064014,165.574607,4.127772,4.127772,52.201258,65.209130,2.052533,2.052533,96.511237,162.171981,1.779074e+01,17.790737,49.209964,55.335727,17.790737,17.790737,49.209964,55.335727,0.967600,0.788230,
39,68.872038,114.064014,165.574607,165.574607,16.993757,64.529652,65.209130,65.209130,24.170360,115.121896,162.171981,162.171981,3.211661e+01,58.147549,59.871720,59.871720,32.116605,58.147549,59.871720,59.871720,0.914690,0.788230,
40,107.925198,107.925198,140.812825,166.267032,48.312571,52.474392,64.529652,106.517429,115.121896,134.623215,140.362111,174.707313,5.765210e+01,57.652100,57.652100,57.652100,58.014974,60.118147,60.686864,63.671843,0.185050,0.788230,
41,85.156950,118.928936,119.920621,170.230748,22.658342,22.658342,50.526562,64.744092,16.318038,29.930455,32.042698,53.194333,3.599691e+01,44.912352,45.979347,51.312262,35.996911,44.912352,45.979347,51.312262,0.564120,0.788230,
42,31.219835,118.928936,170.230748,209.032678,11.579149,22.658342,43.777347,54.629223,7.470484,32.042698,77.710347,97.303188,1.990694e+01,34.350914,46.524321,48.860300,19.906941,34.350914,46.524321,48.860300,0.844880,0.788230,
43,31.219835,119.920621,209.032678,219.907210,11.579149,43.777347,50.526562,54.629223,7.470484,48.882315,77.710347,97.303188,2.471672e+01,38.509600,38.509600,38.509600,24.716719,41.677098,47.588453,47.995817,0.725060,0.788230,
44,31.219835,89.940465,113.381037,209.032678,11.579149,22.139276,43.777347,54.629223,7.470484,24.032024,61.416242,97.303188,2.585743e+01,38.471500,38.471500,38.471500,25.857428,38.497592,42.763303,48.683763,0.780980,0.788230,
45,18.808699,89.940465,109.953605,201.782989,4.127772,22.139276,41.275413,54.629223,2.052533,16.318038,53.194333,110.764011,1.902354e+01,35.769054,43.350600,43.350600,19.023542,35.769054,48.249661,56.153016,0.806360,0.788230,
46,18.808699,18.808699,100.000000,175.200799,4.127772,4.127772,29.450549,52.201258,2.052533,2.052533,40.108566,110.764011,1.852227e+01,18.522266,45.097500,45.097500,18.522266,18.522266,46.310587,54.448296,0.832520,0.788230,
47,18.808699,18.808699,18.808699,114.064014,4.127772,4.127772,4.127772,61.869765,2.052533,2.052533,2.052533,115.121896,1.749314e+01,17.493140,17.493140,55.604772,17.493140,17.493140,17.493140,55.604772,0.948290,0.788230,
48,18.808699,18.808699,100.000000,114.064014,4.127772,4.127772,41.256043,61.869765,2.052533,2.052533,88.990881,111.999999,1.884583e+01,18.845828,51.797741,54.665476,18.845828,18.845828,51.797741,54.665476,0.956190,0.788230,
49,31.219835,100.000000,113.381037,187.283613,11.579149,37.633465,52.000000,72.962245,3.371330,38.767461,110.764011,140.362111,2.055918e+01,51.474681,54.114100,54.114100,20.559178,51.474681,57.322803,67.037714,0.772500,0.788230,
50,105.377459,120.660611,155.575622,222.849396,35.764856,48.312571,61.869765,106.517429,38.767461,134.623215,142.066669,229.502961,4.423917e+01,59.575500,59.575500,59.575500,44.239170,64.281683,65.139900,71.432802,0.229270,0.788230,
51,115.874539,119.920621,119.920621,159.235641,22.658342,22.658342,50.526562,65.433124,18.518680,29.930455,32.042698,32.042698,3.494210e+01,34.942100,34.942100,34.942100,45.335187,52.891227,53.869466,53.869466,0.514010,0.788230,
52,31.219835,31.219835,85.156950,170.230748,11.579149,11.579149,22.658342,63.954331,7.470484,7.470484,16.318038,77.710347,2.111243e+01,21.112434,26.200492,41.925270,21.112434,21.112434,26.200492,41.925270,0.681650,0.788230,
53,18.808699,18.808699,112.544849,209.032678,4.127772,4.127772,22.658342,54.629223,2.052533,2.052533,32.042698,77.710347,1.819269e+01,18.192686,37.740880,44.889693,18.192686,18.192686,37.740880,44.889693,0.842270,0.788230,
54,18.808699,18.808699,100.000000,175.200799,4.127772,4.127772,41.256043,52.201258,2.052533,2.052533,77.710347,110.764011,1.781905e+01,17.819051,50.868244,55.346907,17.819051,17.819051,50.868244,55.346907,0.901530,0.788230,
55,18.808699,18.808699,89.940465,113.381037,4.127772,4.127772,29.450549,43.777347,2.052533,2.052533,24.170360,110.764011,1.874359e+01,18.743585,37.996500,58.186928,18.743585,18.743585,37.996500,58.186928,0.899170,0.788230,
56,18.808699,85.156950,100.000000,113.381037,4.127772,22.139276,41.256043,51.815801,2.052533,24.032024,110.764011,110.764011,1.890026e+01,38.824109,57.973114,58.520601,18.900262,38.824109,57.973114,58.520601,0.947130,0.788230,
57,18.808699,62.054018,100.000000,113.381037,4.127772,20.298130,41.256043,52.201258,2.052533,14.157877,110.764011,111.999999,1.863171e+01,28.611927,57.349590,58.233080,18.631711,28.611927,57.349590,58.233080,0.959960,0.788230,
58,18.808699,100.000000,113.381037,222.849396,4.127772,29.450549,41.256043,64.529652,2.052533,29.930455,110.764011,115.121896,2.261938e+01,54.528816,57.247232,69.569301,22.619385,54.528816,57.247232,69.569301,0.850830,0.788230,
59,89.940465,107.925198,152.279160,222.849396,16.993757,27.168960,45.955739,61.869765,27.862014,38.767461,110.764011,134.623215,5.232543e+01,55.573337,61.754079,67.851267,52.325432,55.573337,61.754079,67.851267,0.565560,0.788230,
60,107.925198,140.812825,166.267032,222.849396,35.764856,52.474392,66.390261,106.517429,38.767461,134.623215,157.750856,229.502961,4.951869e+01,53.842643,56.684767,61.726268,49.518689,53.842643,56.684767,61.726268,0.181390,0.788230,
61,118.928936,119.920621,141.949770,165.765507,28.322928,46.350572,63.954331,65.433124,16.318038,24.032024,29.930455,32.042698,3.140790e+01,31.407900,31.407900,31.407900,39.313203,45.373568,48.914719,49.996077,0.430440,0.788230,
62,18.808699,18.808699,85.156950,161.741144,4.127772,4.127772,28.322928,71.802138,2.052533,2.052533,16.318038,29.930455,1.764357e+01,17.643570,28.105155,34.966102,17.643570,17.643570,28.105155,34.966102,0.693620,0.788230,
63,18.808699,18.808699,89.940465,100.000000,4.127772,4.127772,41.256043,46.698115,2.052533,2.052533,29.930455,110.764011,1.842812e+01,18.428119,41.890590,58.437876,18.428119,18.428119,41.890590,58.437876,0.959890,0.788230,
64,18.808699,62.054018,100.000000,113.381037,4.127772,20.298130,41.256043,52.000000,2.052533,3.371330,110.764011,110.764011,1.887945e+01,20.458570,58.069292,59.248573,18.879450,20.458570,58.069292,59.248573,0.948200,0.788230,
65,89.940465,100.000000,152.279160,222.849396,21.458914,22.139276,41.256043,52.000000,24.032024,27.862014,110.764011,111.999999,5.339711e+01,55.707376,64.322148,70.277251,53.397112,55.707376,64.322148,70.277251,0.847300,0.788230,
66,105.377459,152.279160,152.279160,222.849396,21.458914,21.458914,35.764856,52.000000,27.862014,27.862014,33.367119,111.999999,6.066453e+01,66.063020,66.063020,70.678277,60.664527,66.063020,66.063020,70.678277,0.629440,0.788230,
67,152.279160,152.279160,222.849396,222.849396,21.458914,22.139276,27.168960,45.955739,27.862014,27.862014,33.367119,44.060361,6.609223e+01,66.092228,70.699647,70.699647,66.092228,66.092228,70.699647,70.699647,0.535930,0.788230,
68,89.940465,152.279160,222.849396,222.849396,22.139276,35.764856,35.764856,66.390261,24.032024,33.367119,33.367119,229.502961,5.176763e+01,60.750529,66.857673,66.857673,51.767631,60.750529,66.857673,66.857673,0.551270,0.788230,
69,89.940465,107.925198,166.267032,222.849396,16.993757,43.777347,52.474392,66.390261,38.767461,134.623215,134.623215,142.066669,4.404417e+01,57.020734,57.020734,57.766523,44.044168,57.020734,57.020734,57.766523,0.525680,0.788230,
70,140.812825,155.575622,166.267032,209.332881,43.777347,46.698115,66.390261,106.517429,134.623215,142.066669,168.399582,229.502961,4.986025e+01,51.523619,52.659931,56.713016,49.860249,51.523619,52.659931,56.713016,0.238490,0.788230,
71,118.928936,118.928936,119.920621,159.235641,22.658342,46.350572,51.684853,72.865575,16.318038,18.518680,32.042698,32.042698,3.593870e+01,35.938700,35.938700,35.938700,44.344777,46.446113,56.256507,56.256581,0.476000,0.788230,
72,85.156950,111.975551,118.928936,141.949770,28.322928,52.874844,64.744092,77.830192,16.318038,29.930455,29.930455,36.270950,3.348673e+01,41.799932,41.799932,44.424900,33.486730,41.799932,41.799932,44.424900,0.649070,0.788230,
73,18.808699,18.808699,85.156950,161.741144,4.127772,4.127772,46.350572,77.830192,2.052533,2.052533,18.948116,30.251241,1.803853e+01,18.038526,33.461405,41.185689,18.038526,18.038526,33.461405,41.185689,0.848790,0.788230,
74,14.600000,28.909785,62.054018,197.809786,0.000000,4.127772,23.438635,107.606868,0.000000,2.052533,18.948116,115.305391,1.714075e+01,19.150797,33.091488,64.684210,17.140746,19.150797,33.091488,64.684210,0.874380,0.788230,
75,31.219835,51.166716,62.054018,161.741144,11.579149,20.298130,23.438635,71.802138,3.371330,14.157877,44.060361,110.764011,2.201184e+01,31.552284,43.930143,62.936349,22.011840,31.552284,43.930143,62.936349,0.742810,0.788230,
76,85.156950,152.279160,222.849396,222.849396,21.458914,35.764856,41.256043,54.426086,27.862014,33.367119,44.060361,111.999999,5.253047e+01,64.321818,70.201400,70.201400,52.530467,64.321818,70.201400,70.201400,0.701980,0.788230,
77,152.279160,171.777845,222.849396,222.849396,21.458914,27.168960,35.764856,46.698115,27.862014,33.367119,33.367119,110.764011,6.712857e+01,69.089096,72.554112,72.554112,67.128571,69.089096,72.554112,72.554112,0.630360,0.788230,
78,152.279160,152.279160,222.849396,222.849396,21.458914,23.438635,35.764856,41.256043,27.862014,29.930455,33.367119,44.060361,6.738274e+01,67.382737,71.350442,71.947730,67.382737,67.382737,71.350442,71.947730,0.564500,0.788230,
79,133.709638,197.809786,222.849396,222.849396,22.962031,35.764856,35.764856,72.962245,29.084580,33.367119,33.367119,229.502961,5.788459e+01,65.185980,67.205322,67.205322,57.884592,65.185980,67.205322,67.205322,0.528430,0.788230,
80,99.999999,133.709638,155.575622,209.332881,22.962031,52.474392,66.390261,106.517429,33.367119,134.623215,157.750856,229.502961,3.393769e+01,51.680000,51.680000,51.680000,33.937690,53.109842,56.113887,63.225353,0.266540,0.788230,
81,110.762605,119.920621,159.235641,198.214894,22.658342,61.395328,65.433124,73.706599,10.864773,18.518680,29.930455,32.042698,3.832910e+01,38.329100,38.329100,38.329100,41.532360,50.116758,58.950278,60.192907,0.542030,0.788230,
82,101.379935,101.379935,118.030643,197.809786,63.761854,63.761854,72.865575,107.606868,29.930455,29.930455,29.930455,115.305391,4.844303e+01,48.443035,48.443035,68.544944,48.443035,48.443035,48.443035,68.544944,0.801900,0.788230,
83,85.156950,100.864004,102.168170,197.809786,59.658503,64.744092,77.830192,107.606868,29.930455,29.930455,29.930455,115.305391,4.617964e+01,46.179642,46.179642,68.231762,46.179642,46.179642,46.179642,68.231762,0.854890,0.788230,
84,31.219835,101.379935,197.809786,197.809786,11.579149,63.761854,107.606868,107.606868,7.470484,29.930455,115.305391,115.305391,2.538267e+01,44.577846,67.730500,67.730500,25.382669,44.577846,67.730500,67.730500,0.920810,0.788230,
85,31.219835,51.166716,101.379935,197.809786,11.579149,23.438635,63.761854,107.606868,7.470484,29.930455,44.060361,115.305391,2.501271e+01,37.429223,49.511216,65.367000,25.012714,37.429223,49.511216,66.150126,0.846660,0.788230,
86,31.219835,51.166716,85.156950,161.741144,11.579149,23.438635,23.438635,77.830192,7.470484,29.930455,44.060361,50.000000,2.643927e+01,39.986948,42.413952,48.572270,26.439275,39.986948,42.413952,48.572270,0.728730,0.788230,
87,31.219835,31.219835,85.156950,194.634153,11.579149,11.579149,22.910218,92.468001,7.470484,7.470484,29.084580,45.443999,2.580226e+01,25.802262,36.898490,43.449511,25.802262,25.802262,36.898490,43.449511,0.530580,0.788230,
88,31.219835,31.219835,114.800407,222.849396,11.579149,11.579149,23.438635,63.761854,7.470484,7.470484,29.084580,44.060361,2.720161e+01,27.201613,46.733359,62.126014,27.201613,27.201613,46.733359,62.126014,0.513320,0.788230,
89,31.219835,99.999999,140.000000,171.777845,11.579149,22.910218,22.962031,63.761854,7.470484,20.020272,29.084580,78.600000,2.655925e+01,46.977529,54.788286,59.511521,26.559249,46.977529,54.788286,59.511521,0.565560,0.788230,
90,82.757811,99.999999,133.709638,197.809786,22.910218,46.698115,60.700000,107.606868,20.020272,34.169961,75.739999,137.070760,4.171574e+01,46.121281,53.554410,64.227099,41.715736,46.121281,53.554410,64.227099,0.508650,0.788230,
91,110.762605,134.069538,159.235641,170.280284,28.322928,61.395328,65.433124,73.706599,10.864773,12.679487,18.518680,32.619774,3.069646e+01,32.693801,38.536711,49.570339,30.696462,32.693801,38.536711,49.570339,0.479190,0.788230,
92,110.762605,110.762605,134.069538,170.280284,61.395328,61.395328,61.395328,73.706599,10.864773,10.864773,16.132069,32.619774,2.834168e+01,28.341680,33.157448,45.279644,28.341680,28.341680,33.157448,45.279644,0.325260,0.788230,
93,102.168170,143.000002,170.280284,197.809786,41.209284,61.395328,77.830192,126.000000,10.492589,16.132069,32.619774,115.305391,2.915400e+01,29.154000,29.154000,29.154000,35.880070,39.981530,49.856830,72.133844,0.503530,0.788230,
94,102.168170,140.000000,149.900776,197.809786,48.139607,69.501191,92.468001,126.000000,16.460619,50.000000,89.784345,115.305391,3.571976e+01,52.152308,63.346267,67.671634,35.719756,52.152308,63.346267,67.671634,0.487890,0.788230,
95,100.803688,140.000000,145.178088,221.353225,61.486854,65.000000,92.468001,139.624317,30.802520,50.000000,99.934739,149.640574,4.579208e+01,50.063031,50.581336,50.600200,45.792081,50.063031,50.581336,57.140428,0.266560,0.788230,
96,102.168170,140.000000,194.634153,197.809786,62.178909,69.095760,92.468001,139.624317,40.421340,50.000000,99.934739,149.640574,4.390370e+01,47.354307,51.655748,51.883418,43.903699,47.354307,51.655748,51.883418,0.229800,0.788230,
97,82.757811,82.757811,141.928250,194.634153,55.438097,55.438097,77.830192,107.606868,45.443999,45.443999,49.884092,99.934739,4.685590e+01,46.855900,46.855900,46.855900,49.304392,49.304392,50.627631,58.954693,0.302930,0.788230,
98,82.757811,82.757811,137.929686,194.634153,55.438097,57.695558,81.018694,92.468001,45.443999,45.443999,75.739999,99.934739,4.384550e+01,43.845500,43.845500,43.845500,50.796565,50.796565,57.894400,61.320878,0.217570,0.788230,
99,82.757811,82.757811,131.445686,277.635037,55.438097,57.695558,77.830192,349.900399,45.443999,45.443999,75.739999,169.135502,4.126480e+01,41.264800,41.264800,41.264800,52.037176,52.037176,57.665346,64.958784,0.424730,0.788230,
100,82.757811,116.611439,137.929686,277.635037,57.695558,67.706200,81.018694,349.900399,45.443999,75.739999,75.739999,169.135502,4.414650e+01,44.146500,44.146500,44.146500,53.637334,57.821232,59.779359,65.730602,0.442510,0.788230,
