ClimateBin,Nrate25,Nrate50,Nrate75,Nrate95,P2O5rate25,P2O5rate50,P2O5rate75,P2O5rate95,K2Orate25,K2Orate50,K2Orate75,K2Orate95,ModYieldIrrOff25,ModYieldIrrOff50,ModYieldIrrOff75,ModYieldIrrOff95,ModYieldIrrOn25,ModYieldIrrOn50,ModYieldIrrOn75,ModYieldIrrOn95,ClimateBinR2,GlobalCropR2,
22,12.951377,12.951377,12.951377,64.830837,3.105415,3.105415,3.105415,17.827143,7.364023,7.364023,7.364023,10.582103,1.258345e+00,1.258345,1.258345,2.501119,1.258345,1.258345,1.258345,2.501119,0.057673,0.788230,
23,12.951377,12.951377,12.951377,12.951377,3.105415,3.105415,3.105415,3.105415,7.364023,7.364023,7.364023,7.364023,7.817467e-01,0.781747,0.781747,0.781747,0.781747,0.781747,0.781747,0.781747,0.024142,0.788230,
24,12.951377,12.951377,12.951377,12.951377,3.105415,3.105415,3.105415,3.105415,7.364023,7.364023,7.364023,7.364023,8.326296e-01,0.832630,0.832630,0.832630,0.832630,0.832630,0.832630,0.832630,0.030600,0.788230,
25,12.951377,12.951377,12.951377,12.951377,3.105415,3.105415,3.105415,3.105415,7.364023,7.364023,7.364023,7.364023,1.035228e+00,1.035228,1.035228,1.035228,1.035228,1.035228,1.035228,1.035228,0.027659,0.788230,
26,12.951377,12.951377,12.951377,12.951377,3.105415,3.105415,3.105415,3.105415,7.364023,7.364023,7.364023,7.364023,6.928132e-01,0.692813,0.692813,0.692813,0.692813,0.692813,0.692813,0.692813,0.067030,0.788230,
27,12.951377,21.000000,47.000000,47.000000,3.105415,12.188264,14.532583,14.532583,7.364023,11.458710,83.362308,83.362308,2.206700e+00,2.206700,2.206700,2.206700,2.821379,3.318048,4.613278,4.613278,0.107350,0.788230,
28,12.951377,37.248785,47.000000,47.000000,3.105415,12.188264,12.188264,14.532583,7.364023,11.458710,83.362308,83.362308,2.228700e+00,2.228700,2.228700,2.228700,3.685522,4.172895,5.048330,5.048330,0.107100,0.788230,
29,47.000000,47.000000,47.000000,47.000000,12.188264,12.188264,12.188264,14.532583,83.362308,83.362308,83.362308,83.362308,1.951200e+00,1.951200,1.951200,1.951200,5.356565,5.356565,5.356565,5.356565,0.142280,0.788230,
30,37.248785,47.000000,71.751613,100.000000,9.905948,12.188264,14.532583,16.415915,11.458710,24.193832,83.362308,83.362308,2.987626e+00,3.279929,3.905770,4.454317,2.987626,3.279929,3.905770,4.454317,0.441170,0.788230,
31,12.951377,12.951377,12.951377,79.285958,3.105415,3.105415,3.105415,17.827143,7.364023,7.364023,7.364023,9.324593,8.669184e-01,0.866918,0.866918,1.752000,0.866918,0.866918,0.866918,2.241999,0.102140,0.788230,
32,12.951377,12.951377,12.951377,51.218714,3.105415,3.105415,3.105415,13.138085,7.364023,7.364023,7.364023,7.364023,5.112833e-01,0.511283,0.511283,0.977040,0.511283,0.511283,0.511283,0.977040,0.358440,0.788230,
33,12.951377,12.951377,12.951377,12.951377,3.105415,3.105415,3.105415,3.105415,7.364023,7.364023,7.364023,7.364023,6.918940e-01,0.691894,0.691894,0.691894,0.691894,0.691894,0.691894,0.691894,0.011552,0.788230,
34,12.951377,12.951377,12.951377,12.951377,3.105415,3.105415,3.105415,3.105415,7.364023,7.364023,7.364023,7.364023,1.464800e+00,1.464800,1.464800,1.464800,1.903248,1.903248,1.903248,1.903248,0.016448,0.788230,
35,12.951377,12.951377,12.951377,12.951377,3.105415,3.105415,3.105415,3.105415,7.364023,7.364023,7.364023,7.364023,1.705200e+00,1.705200,1.705200,1.705200,2.040795,2.040795,2.040795,2.040795,0.019929,0.788230,
36,12.951377,12.951377,12.951377,37.248785,3.105415,3.105415,3.105415,15.554550,7.364023,7.364023,7.364023,11.988576,1.812700e+00,1.812700,1.812700,1.812700,2.015281,2.015281,2.015281,3.365959,0.019296,0.788230,
37,12.951377,12.951377,33.359839,47.000000,3.105415,3.105415,12.188264,15.554550,7.364023,7.364023,14.106511,83.362308,1.752975e+00,1.752975,2.344800,2.344800,1.752975,1.752975,3.233154,3.866447,0.076736,0.788230,
38,21.000000,47.000000,47.000000,47.000000,12.188264,12.188264,12.188264,14.532583,11.458710,83.362308,83.362308,83.362308,2.243500e+00,2.243500,2.243500,2.243500,3.593813,4.676367,4.676367,4.676367,0.011987,0.788230,
39,12.951377,47.000000,47.000000,87.534882,3.105415,12.188264,12.188264,15.554550,7.364023,83.362308,83.362308,83.362308,2.679000e+00,2.679000,2.679000,2.679000,3.423174,5.744939,5.744939,5.744939,-0.001023,0.788230,
40,47.000000,47.000000,71.751613,114.214233,12.188264,12.188264,15.554550,26.057945,15.066128,24.193832,83.362308,83.362308,3.169099e+00,3.169099,3.686796,4.390961,3.169099,3.169099,3.686796,4.390961,0.443570,0.788230,
41,12.951377,12.951377,12.951377,79.285958,3.105415,3.105415,3.105415,22.373728,7.364023,7.364023,7.364023,9.324593,9.443923e-01,0.944392,0.944392,1.679000,0.944392,0.944392,0.944392,1.948218,0.061091,0.788230,
42,12.951377,12.951377,12.951377,39.973540,3.105415,3.105415,3.105415,5.664586,7.364023,7.364023,7.364023,7.364023,5.520774e-01,0.552077,0.552077,0.983329,0.552077,0.552077,0.552077,0.983329,0.102140,0.788230,
43,12.951377,12.951377,12.951377,12.951377,3.105415,3.105415,3.105415,3.105415,7.364023,7.364023,7.364023,7.364023,1.708038e+00,1.708038,1.708038,1.708038,1.708038,1.708038,1.708038,1.708038,0.009067,0.788230,
44,12.951377,12.951377,12.951377,87.534882,3.105415,3.105415,3.105415,15.554550,7.364023,7.364023,7.364023,19.980960,2.982900e+00,2.982900,2.982900,2.982900,3.200433,3.200433,3.200433,4.581396,0.006939,0.788230,
45,12.951377,33.359839,39.545158,149.871486,3.105415,12.998675,12.998675,21.095980,7.364023,14.106511,14.106511,26.118146,2.417017e+00,2.881340,3.008260,4.497888,2.417017,2.881340,3.008260,4.497888,0.586770,0.788230,
46,25.859510,39.545158,47.000000,149.871486,7.108753,12.188264,15.554550,21.095980,7.364023,19.980960,26.118146,83.362308,2.673117e+00,3.030031,3.205860,4.702771,2.673117,3.030031,3.205860,4.702771,0.530260,0.788230,
47,25.859510,47.000000,47.000000,71.751613,9.332730,12.188264,12.188264,15.554550,9.324593,24.193832,83.362308,83.362308,2.469400e+00,2.469400,2.469400,2.469400,3.223050,4.431750,4.593419,4.868368,0.107240,0.788230,
48,43.099183,47.000000,47.000000,87.534882,12.188264,12.188264,12.188264,15.554550,19.980960,83.362308,83.362308,83.362308,2.353729e+00,2.404158,2.404158,2.884159,2.353729,2.404158,2.404158,2.884159,0.110680,0.788230,
49,25.859510,47.000000,47.000000,108.454178,9.332730,12.188264,15.554550,15.911806,11.988576,19.980960,83.362308,83.362308,2.300344e+00,2.630264,2.630264,3.443029,2.300344,2.630264,2.630264,3.443029,0.317430,0.788230,
50,25.859510,52.956068,108.454178,149.871486,9.332730,15.554550,23.288975,26.057945,11.988576,19.980960,27.166860,31.388125,3.080293e+00,3.889482,4.999693,5.508793,3.080293,3.889482,4.999693,5.508793,0.689810,0.788230,
51,12.951377,12.951377,12.951377,80.818520,3.105415,3.105415,3.105415,21.484514,7.364023,7.364023,7.364023,9.781857,2.146100e+00,2.146100,2.146100,2.146100,2.169730,2.169730,2.169730,2.454316,0.017744,0.788230,
52,12.951377,25.859510,25.859510,39.545158,3.105415,9.332730,9.332730,15.554550,7.364023,11.988576,11.988576,19.980960,2.216332e+00,2.287659,2.287659,2.402381,2.216332,2.287659,2.287659,2.402381,0.066518,0.788230,
53,25.859510,25.859510,33.359839,47.000000,9.332730,9.332730,12.998675,15.554550,11.988576,11.988576,14.106511,26.118146,2.440289e+00,2.440289,2.537181,2.705868,2.440289,2.440289,2.537181,2.705868,0.218360,0.788230,
54,25.859510,33.359839,47.000000,149.871486,9.332730,9.332730,12.998675,21.095980,11.988576,11.988576,18.832875,83.362308,2.543943e+00,2.718729,3.011472,4.448723,2.543943,2.718729,3.011472,4.448723,0.694670,0.788230,
55,14.918498,25.859510,47.000000,149.871486,1.565102,9.332730,15.554550,21.095980,0.887256,11.988576,18.832875,83.362308,2.023600e+00,2.598299,3.094602,4.563193,2.023600,2.598299,3.094602,4.563193,0.667770,0.788230,
56,14.918498,25.859510,47.000000,149.871486,1.565102,9.332730,12.188264,21.095980,0.887256,11.988576,83.362308,83.362308,2.007418e+00,2.411055,2.803139,4.124699,2.007418,2.411055,2.803139,4.124699,0.480250,0.788230,
57,14.918498,39.294687,47.000000,149.871486,1.565102,9.332730,12.188264,21.095980,0.887256,11.988576,83.362308,83.362308,1.946290e+00,2.576141,2.727785,4.156770,1.946290,2.576141,2.727785,4.156770,0.481470,0.788230,
58,25.859510,43.099183,47.000000,149.871486,9.332730,12.188264,12.188264,21.095980,11.988576,19.980960,83.362308,83.362308,2.265956e+00,2.575806,2.641836,3.948733,2.265956,2.575806,2.641836,3.948733,0.529330,0.788230,
59,14.918498,25.859510,43.099183,149.871486,1.565102,9.332730,15.554550,23.288975,0.887256,11.988576,19.980960,31.388125,1.867369e+00,2.560383,3.064822,5.013797,1.867369,2.560383,3.064822,5.013797,0.809860,0.788230,
60,25.859510,90.464563,131.317791,149.871486,9.332730,22.096345,23.288975,26.057945,11.988576,22.281657,31.388125,31.388125,3.024233e+00,4.981088,5.599990,5.789181,3.024233,4.981088,5.599990,5.789181,0.842300,0.788230,
61,12.951377,12.951377,25.859510,79.285958,3.105415,3.105415,9.332730,21.206878,7.364023,7.364023,11.988576,11.988576,2.104736e+00,2.104736,2.340711,2.340711,2.104736,2.104736,2.340711,2.340711,0.046465,0.788230,
62,25.859510,25.859510,25.859510,39.545158,9.332730,9.332730,9.332730,15.554550,11.988576,11.988576,11.988576,19.980960,2.352900e+00,2.352900,2.352900,2.352900,3.084383,3.084383,3.084383,3.359376,0.016319,0.788230,
63,25.859510,25.859510,25.859510,39.545158,9.332730,9.332730,9.332730,15.554550,11.988576,11.988576,11.988576,19.980960,2.323360e+00,2.323360,2.323360,2.471604,2.323360,2.323360,2.323360,2.471604,0.068560,0.788230,
64,25.859510,25.859510,31.567374,39.545158,9.332730,9.332730,9.332730,9.332730,11.988576,11.988576,11.988576,11.988576,2.275745e+00,2.275745,2.331979,2.406603,2.275745,2.275745,2.331979,2.406603,0.054947,0.788230,
65,25.859510,25.859510,39.545158,89.922892,9.332730,9.332730,9.332730,15.634767,11.988576,11.988576,11.988576,26.118146,2.465484e+00,2.465484,2.692131,3.394552,2.465484,2.465484,2.692131,3.394552,0.525530,0.788230,
66,25.859510,31.567374,47.000000,89.922892,9.332730,9.332730,15.554550,15.634767,11.988576,11.988576,18.832875,19.980960,2.505840e+00,2.634873,2.960342,3.709087,2.505840,2.634873,2.960342,3.709087,0.648490,0.788230,
67,14.918498,25.859510,43.099183,135.010593,1.565102,9.332730,12.998675,21.095980,0.887256,11.988576,18.832875,26.118146,1.929807e+00,2.554073,3.044157,4.725088,1.929807,2.554073,3.044157,4.725088,0.720740,0.788230,
68,14.918498,25.859510,47.000000,131.317791,1.565102,9.332730,13.085626,23.288975,0.887256,11.988576,31.388125,83.362308,1.765172e+00,2.386340,2.976757,4.554320,1.765172,2.386340,2.976757,4.554320,0.708210,0.788230,
69,14.918498,14.918498,41.503294,131.317791,1.565102,1.565102,13.085626,23.288975,0.887256,0.887256,18.936999,31.388125,1.796484e+00,1.796484,3.204516,5.101993,1.796484,1.796484,3.204516,5.101993,0.856120,0.788230,
70,14.918498,48.795273,131.317791,131.317791,1.565102,15.554550,23.288975,23.288975,0.887256,19.231888,31.388125,31.388125,1.903628e+00,3.837607,5.531357,5.531357,1.903628,3.837607,5.531357,5.531357,0.865270,0.788230,
71,12.951377,12.951377,12.951377,80.818520,3.105415,3.105415,3.105415,21.484514,7.364023,7.364023,7.364023,11.858484,2.471673e+00,2.471673,2.471673,2.890185,2.471673,2.471673,2.471673,2.890185,0.320660,0.788230,
72,25.859510,25.859510,25.859510,135.010593,9.332730,9.332730,9.332730,15.634767,11.988576,11.988576,11.988576,18.832875,2.558827e+00,2.558827,2.558827,4.666008,2.558827,2.558827,2.558827,4.666008,0.483150,0.788230,
73,25.859510,25.859510,39.545158,87.534882,9.332730,9.332730,9.332730,15.634767,11.988576,11.988576,11.988576,18.832875,2.603068e+00,2.603068,2.851083,3.591081,2.603068,2.603068,2.851083,3.591081,0.491970,0.788230,
74,25.859510,25.859510,39.545158,135.010593,9.332730,9.332730,15.554550,15.634767,11.988576,11.988576,18.832875,19.980960,2.757702e+00,2.757702,3.068395,4.571045,2.757702,2.757702,3.068395,4.571045,0.629120,0.788230,
75,25.859510,31.567374,89.922892,135.010593,9.332730,9.332730,15.634767,21.095980,11.988576,11.988576,18.832875,19.980960,2.684975e+00,2.810849,3.861813,4.440337,2.684975,2.810849,3.861813,4.440337,0.646120,0.788230,
76,31.567374,39.294687,89.922892,135.010593,9.332730,9.332730,15.634767,15.634767,11.988576,11.988576,18.832875,19.980960,2.797088e+00,2.957677,3.834898,4.410115,2.797088,2.957677,3.834898,4.410115,0.598460,0.788230,
77,31.567374,31.567374,43.099183,131.317791,9.332730,9.332730,15.554550,15.911806,11.988576,11.988576,19.980960,19.980960,2.519582e+00,2.519582,2.821414,4.446345,2.519582,2.519582,2.821414,4.446345,0.680620,0.788230,
78,14.918498,14.918498,41.680153,90.464563,1.565102,1.565102,12.188264,15.911806,0.887256,0.887256,18.832875,19.980960,1.860426e+00,1.860426,2.726384,3.656583,1.860426,1.860426,2.726384,3.656583,0.710880,0.788230,
79,14.918498,14.918498,41.680153,131.317791,1.565102,1.565102,13.085626,23.288975,0.887256,0.887256,18.936999,83.362308,1.754918e+00,1.754918,2.884006,4.644586,1.754918,1.754918,2.884006,4.644586,0.724500,0.788230,
80,37.248785,84.941128,131.317791,131.866956,9.332730,15.634767,23.288975,23.288975,11.988576,19.980960,31.388125,31.388125,3.128720e+00,4.597317,5.408974,5.416134,3.128720,4.597317,5.408974,5.416134,0.760630,0.788230,
81,12.951377,12.951377,51.218714,98.455642,3.105415,3.105415,17.827143,22.373728,7.364023,7.364023,7.364023,9.781857,2.352845e+00,2.352845,2.352845,2.556699,2.352845,2.352845,2.352845,2.556699,0.204920,0.788230,
82,12.951377,25.859510,111.798766,135.010593,3.105415,9.332730,15.634767,19.433293,7.364023,11.988576,13.811634,18.832875,2.245338e+00,2.991944,4.617199,5.137897,2.245338,2.991944,4.617199,5.137897,0.501820,0.788230,
83,25.859510,25.859510,31.567374,135.010593,9.332730,9.332730,9.332730,15.634767,11.988576,11.988576,11.988576,18.832875,2.345422e+00,2.345422,2.540871,4.758806,2.345422,2.345422,2.540871,4.758806,0.593580,0.788230,
84,25.859510,31.567374,31.567374,89.922892,9.332730,9.332730,9.332730,15.634767,11.988576,11.988576,11.988576,18.832875,2.209378e+00,2.369269,2.369269,3.609470,2.209378,2.369269,2.369269,3.609470,0.644320,0.788230,
85,25.859510,31.567374,89.922892,113.631254,9.332730,9.332730,15.634767,15.634767,11.988576,11.988576,18.832875,19.980960,2.309443e+00,2.486492,3.832591,4.196576,2.309443,2.486492,3.832591,4.196576,0.764440,0.788230,
86,31.567374,43.099183,89.922892,113.631254,9.332730,15.554550,15.634767,15.634767,11.988576,18.832875,18.832875,19.980960,2.481783e+00,2.810004,3.824943,4.188884,2.481783,2.810004,3.824943,4.188884,0.810460,0.788230,
87,31.567374,43.099183,89.922892,89.922892,9.332730,15.554550,15.634767,15.634767,11.988576,18.832875,18.832875,19.980960,2.541114e+00,2.838734,3.737032,3.737032,2.541114,2.838734,3.737032,3.737032,0.815270,0.788230,
88,14.918498,31.567374,89.922892,113.631254,1.565102,9.332730,15.634767,15.911806,0.887256,11.988576,18.832875,19.980960,1.843280e+00,2.656556,3.864987,4.159268,1.843280,2.656556,3.864987,4.159268,0.820440,0.788230,
89,14.918498,14.918498,43.099183,100.000000,1.565102,1.565102,15.554550,23.046304,0.887256,0.887256,18.832875,22.281657,1.772647e+00,1.772647,2.912236,4.174210,1.772647,1.772647,2.912236,4.174210,0.708370,0.788230,
90,39.973540,48.795273,85.541702,131.866956,9.003138,13.085626,16.412764,24.597820,4.198320,18.936999,20.000000,27.496775,2.197232e+00,3.170048,4.151909,4.982656,2.197232,3.170048,4.151909,4.982656,0.535770,0.788230,
91,12.951377,60.976232,79.916657,111.798766,3.105415,17.827143,23.728031,36.586335,3.764896,7.364023,9.324593,25.623420,1.899131e+00,2.037000,2.037000,2.037000,1.899131,2.037018,2.105488,2.531102,0.016550,0.788230,
92,12.951377,60.976232,79.916657,110.510338,3.105415,22.284743,26.120510,36.586335,2.899246,7.364023,9.324593,25.623420,1.579176e+00,2.104000,2.104000,2.104000,1.579176,2.113247,2.285078,2.946257,0.152840,0.788230,
93,14.918498,60.976232,88.903275,110.510338,3.105415,19.433293,26.120510,36.586335,2.899246,7.364023,10.827495,25.623420,1.525153e+00,1.820000,1.820000,1.820000,1.525153,2.141613,2.450829,2.990612,0.237420,0.788230,
94,14.918498,65.248579,88.903275,107.827429,3.105415,19.105216,26.120510,36.586335,2.899246,9.324593,13.811634,25.623420,1.598752e+00,1.846800,1.846800,1.846800,1.598752,2.376123,2.669514,3.001961,0.287970,0.788230,
95,14.918498,42.552192,88.903275,107.827429,1.565102,9.842905,20.745039,36.586335,0.887256,7.364023,18.832875,25.623420,1.080664e+00,1.997344,2.962500,2.962500,1.080664,1.997344,2.962535,3.290682,0.349240,0.788230,
96,42.277295,80.818520,89.922892,107.827429,6.782195,15.634767,19.130225,38.780680,6.608060,10.827495,18.832875,28.605809,2.094025e+00,2.525368,3.087632,3.270488,2.094025,2.525368,3.087632,3.270488,0.383020,0.788230,
97,42.277295,80.818520,91.366737,111.798766,6.782195,17.827143,23.728031,39.776138,5.893777,9.324593,18.832875,28.605809,1.878233e+00,1.998213,2.297500,2.297500,1.878233,1.998213,2.297688,2.560724,0.097862,0.788230,
98,41.503294,80.818520,88.903275,111.798766,6.782195,20.745039,23.728031,38.780680,6.608060,10.827495,20.000000,45.760621,1.984525e+00,2.343965,2.985698,4.080278,1.984525,2.343965,2.985698,4.080278,0.397590,0.788230,
99,25.859510,46.514529,90.464563,132.143263,9.332730,22.588330,28.796276,36.586335,4.832077,13.510380,27.166860,45.760621,1.493607e+00,2.358836,3.354451,4.217037,1.493607,2.358836,3.354451,4.217037,0.563510,0.788230,
100,29.980155,71.878112,71.878112,131.866956,7.346415,18.383518,22.588330,37.647217,5.694994,19.208210,19.208210,59.300557,1.592462e+00,2.289638,2.289638,3.819081,1.592462,2.289638,2.289638,3.819081,0.268710,0.788230,
