ClimateBin,Nrate25,Nrate50,Nrate75,Nrate95,P2O5rate25,P2O5rate50,P2O5rate75,P2O5rate95,K2Orate25,K2Orate50,K2Orate75,K2Orate95,ModYieldIrrOff25,ModYieldIrrOff50,ModYieldIrrOff75,ModYieldIrrOff95,ModYieldIrrOn25,ModYieldIrrOn50,ModYieldIrrOn75,ModYieldIrrOn95,ClimateBinR2,GlobalCropR2,
11,128.839681,145.000000,179.579299,179.579299,28.523429,31.093269,39.356511,39.356511,18.649186,18.649186,27.623268,27.623268,5.003200e+00,5.003200,5.003200,5.003200,6.746376,7.043277,7.597430,7.597430,0.179010,0.788230,
12,27.035855,128.839681,179.579299,179.579299,7.488150,31.093269,39.356511,39.356511,2.683053,18.649186,27.623268,27.623268,3.818394e+00,6.060951,6.739463,6.739463,3.818394,6.060951,6.739463,6.739463,0.706400,0.788230,
13,27.035855,105.000000,179.579299,179.579299,7.488150,26.757314,39.356511,39.356511,1.258304,14.175763,27.623268,27.623268,3.013355e+00,5.776653,7.434936,7.434936,3.013355,5.776653,7.434936,7.434936,0.773310,0.788230,
14,63.702730,105.000000,179.579299,179.579299,7.488150,26.757314,39.356511,39.356511,5.637526,14.175763,27.623268,36.226949,4.543952e+00,6.094209,7.637204,8.250264,4.543952,6.094209,7.637204,8.250264,0.657240,0.788230,
15,50.016538,129.000000,131.330094,179.579299,8.451772,33.019664,33.192063,39.356511,9.357953,27.623268,36.226949,36.226949,5.000761e+00,7.982551,8.614629,8.614629,5.000761,7.982551,8.614629,8.614629,0.795410,0.788230,
16,129.000000,129.000000,141.000000,179.579299,33.019664,33.019664,35.651574,39.851318,27.623268,36.226949,36.226949,45.152429,8.182851e+00,8.956249,8.956249,9.468391,8.182851,8.956249,8.956249,9.468391,0.762080,0.788230,
17,129.000000,129.000000,141.000000,175.219572,33.019664,33.019664,39.851318,39.851318,36.226949,36.226949,45.152429,54.602937,9.398236e+00,9.398236,9.626165,9.765122,9.398236,9.398236,9.626165,9.765122,0.581160,0.788230,
18,102.000000,131.000000,141.000000,175.219572,24.480095,33.192063,39.851318,39.851606,35.701920,36.226949,45.152429,54.602937,8.538554e+00,9.221854,9.680046,9.680181,8.538554,9.221854,9.680046,9.680181,0.512380,0.788230,
19,131.000000,141.000000,141.000000,180.000000,30.173141,39.851318,39.851318,49.529495,35.701920,45.152429,45.152429,65.628530,8.788257e+00,9.488354,9.488354,9.940370,8.788257,9.488354,9.488354,9.940370,0.487610,0.788230,
20,100.099999,149.900776,176.000000,214.732802,30.173141,35.000000,45.544363,49.529495,22.051186,54.602937,65.628530,71.928869,4.947814e+00,7.550682,7.771700,7.771700,4.947814,7.550682,8.102071,8.364882,0.610450,0.788230,
21,128.839681,128.839681,153.000000,214.732802,22.202877,23.910791,28.523429,39.652099,9.975537,13.650734,18.649186,23.716969,5.940500e+00,5.940500,5.940500,5.940500,7.358963,7.358963,7.944188,9.087324,0.491930,0.788230,
22,27.035855,93.399562,153.000000,175.219572,7.488150,8.844768,26.757314,34.375223,1.210826,9.357953,14.175763,21.654990,3.744686e+00,5.105800,5.105800,5.105800,3.744686,6.107236,7.467732,7.845811,0.607140,0.788230,
23,27.035855,93.399562,131.330094,175.219572,7.488150,8.844768,26.757314,33.192063,1.210826,9.975537,14.175763,21.654990,3.844910e+00,5.382900,5.382900,5.382900,3.844910,5.965080,7.217285,7.991285,0.548400,0.788230,
24,27.035855,50.016538,153.000000,175.219572,7.488150,8.451772,22.202877,34.375223,1.210826,9.975537,10.445838,21.654990,3.485262e+00,4.823475,6.500000,6.500000,3.485262,4.823475,7.658635,8.025531,0.689700,0.788230,
25,93.399562,141.000000,153.000000,175.219572,8.844768,22.202877,28.523429,39.851318,9.975537,10.445838,18.649186,45.152429,6.084917e+00,7.705800,7.705800,7.705800,6.084917,7.727593,7.944553,8.289865,0.468350,0.788230,
26,141.000000,141.000000,156.763024,261.271706,33.192063,39.851318,39.851318,55.529645,20.592279,35.000000,45.152429,45.152429,7.191932e+00,8.642293,9.253538,9.253538,7.191932,8.642293,9.253538,9.253538,0.548660,0.788230,
27,141.000000,141.000000,152.241253,261.271706,39.851318,39.851318,39.851318,55.529645,39.884038,45.152429,45.152429,63.003389,9.144731e+00,9.447876,9.447876,10.095033,9.144731,9.447876,9.447876,10.095033,0.528990,0.788230,
28,141.000000,176.000000,180.000000,261.271706,39.851318,45.544363,45.544363,55.529645,45.152429,45.152429,63.003389,65.628530,8.537000e+00,8.537000,8.537000,8.537000,8.547473,8.547473,9.374803,9.505677,0.363170,0.788230,
29,167.000000,176.000000,176.000000,180.000000,43.267145,45.544363,49.529495,49.529495,63.003389,65.628530,71.928869,71.928869,8.315128e+00,8.459228,8.689230,8.689230,8.315128,8.459228,8.689230,8.689230,0.504320,0.788230,
30,128.839681,167.000000,176.000000,261.271706,30.742445,43.267145,43.355424,55.529645,22.051186,63.003389,71.928869,71.928869,4.977353e+00,7.910701,8.251327,8.251327,4.977353,7.910701,8.251327,8.251327,0.709600,0.788230,
31,44.512893,159.990417,175.219572,190.000000,15.000000,25.049400,33.192063,45.000000,3.768454,18.649186,21.654990,48.064047,3.893685e+00,5.466400,5.466400,5.466400,3.893685,7.587738,7.956755,8.293479,0.354550,0.788230,
32,50.016538,153.000000,175.219572,182.561689,8.451772,22.202877,33.192063,44.364783,5.000000,9.975537,21.654990,23.716969,4.327652e+00,4.348400,4.348400,4.348400,4.327652,7.504772,7.959940,8.096918,0.472830,0.788230,
33,153.000000,153.000000,175.219572,214.732802,22.202877,22.202877,33.192063,47.539048,9.975537,9.975537,21.654990,31.081976,4.098700e+00,4.098700,4.098700,4.098700,8.642288,8.642288,9.013245,9.496006,0.356690,0.788230,
34,153.000000,153.000000,156.763024,214.732802,22.202877,22.202877,33.192063,47.539048,9.975537,9.975537,21.654990,45.152429,6.834300e+00,6.834300,6.834300,6.834300,7.612036,7.612036,7.678770,8.473955,0.304170,0.788230,
35,141.000000,141.000000,166.966780,238.405608,22.202877,37.004795,39.851318,90.274933,9.975537,28.376680,45.152429,48.198181,5.733002e+00,7.337865,7.578383,7.628700,5.733002,7.337865,7.578383,9.793857,0.556070,0.788230,
36,141.000000,141.000000,176.000000,177.000000,39.851318,39.851318,49.529495,76.927411,45.152429,45.152429,65.628530,65.628530,8.830617e+00,8.830617,9.444317,9.778589,8.830617,8.830617,9.444317,9.778589,0.509550,0.788230,
37,176.000000,176.000000,176.000000,177.000000,49.529495,49.529495,49.529495,49.529495,65.628530,65.628530,65.628530,65.628530,9.526545e+00,9.526545,9.526545,9.526545,9.526545,9.526545,9.526545,9.526545,0.671340,0.788230,
38,169.193748,176.000000,176.000000,180.000000,43.267145,49.529495,49.529495,76.927411,45.152429,65.628530,65.628530,71.928869,8.044441e+00,9.082349,9.082349,9.304251,8.044441,9.082349,9.082349,9.304251,0.731620,0.788230,
39,167.000000,176.000000,176.000000,180.000000,43.267145,45.544363,49.529495,49.565123,48.198181,65.628530,71.928869,71.928869,7.511124e+00,8.300741,8.509452,8.509452,7.511124,8.300741,8.509452,8.509452,0.694260,0.788230,
40,84.277194,167.000000,169.971930,214.732802,28.523429,43.267145,43.355424,73.917463,18.649186,28.918909,71.928869,71.928869,4.872398e+00,6.170547,6.177158,7.647200,4.872398,6.170547,6.177158,7.857874,0.594200,0.788230,
41,162.000000,172.505278,181.672995,183.511628,29.034532,37.964850,40.266538,49.565123,16.275875,21.164206,23.716969,48.929662,5.626273e+00,6.128058,6.377531,8.438946,5.626273,6.128058,6.377531,8.438946,0.080505,0.788230,
42,168.000000,181.672995,181.672995,190.000000,29.034532,37.964850,37.964850,45.000000,19.951073,23.716969,23.716969,31.081976,5.781200e+00,5.781200,5.781200,5.781200,5.906051,6.164852,6.164852,6.317464,0.011053,0.788230,
43,176.528339,181.672995,211.614174,214.732802,37.571460,37.964850,45.000000,47.539048,23.716969,23.716969,30.267570,31.081976,4.882608e+00,4.882608,5.264751,5.310830,4.882608,4.882608,5.264751,5.310830,0.049851,0.788230,
44,76.178940,181.672995,211.614174,214.732802,23.567273,37.964850,47.539048,47.539048,7.500000,23.716969,31.081976,31.081976,3.926528e+00,5.338539,5.889409,5.889409,3.926528,5.338539,5.889409,5.889409,0.216460,0.788230,
45,62.657648,62.657648,182.561689,214.732802,21.200000,21.200000,47.539048,47.539048,5.200000,5.200000,28.918909,31.081976,3.580405e+00,3.580405,5.673593,5.673593,3.580405,3.580405,5.673593,5.673593,0.379570,0.788230,
46,76.178940,169.193748,214.732802,214.732802,21.200000,43.355424,47.539048,76.927411,7.500000,21.488969,31.081976,31.081976,4.160400e+00,4.160400,4.160400,4.160400,4.509202,6.796674,7.118874,8.720819,0.465120,0.788230,
47,132.392432,168.000000,176.000000,214.732802,25.049400,37.004795,49.529495,49.529495,18.649186,21.488969,65.628530,65.628530,5.810285e+00,5.993497,7.698143,7.698143,5.810285,5.993497,7.698143,7.698143,0.429520,0.788230,
48,168.000000,176.000000,177.000000,187.375970,28.523429,37.004795,49.529495,49.529495,19.951073,43.577344,65.628530,65.628530,3.225567e+00,3.994103,4.599300,4.599300,3.225567,3.994103,4.599300,4.599300,0.432790,0.788230,
49,136.000000,171.135446,177.000000,187.375970,29.739074,43.267145,49.529495,50.668104,21.488969,60.080059,65.628530,71.928869,4.509970e+00,6.222800,6.222800,6.222800,4.509970,6.397722,6.479928,6.616861,0.627410,0.788230,
50,84.277194,163.703610,183.000000,187.375970,28.523429,37.004795,49.565123,50.668104,18.649186,35.000000,56.703050,60.080059,3.755208e+00,5.466112,6.912600,6.912600,3.755208,5.466112,6.949851,7.122064,0.731930,0.788230,
51,62.657648,76.178940,183.511628,214.732802,15.000000,21.200000,45.000000,49.565123,5.200000,7.500000,31.081976,48.929662,2.043604e+00,2.454810,5.786214,7.487334,2.043604,2.454810,5.786214,7.487334,0.539990,0.788230,
52,76.178940,181.672995,182.561689,214.732802,21.200000,37.964850,46.063840,47.539048,7.500000,23.716969,31.081976,31.081976,2.800444e+00,4.228658,4.780736,4.780736,2.800444,4.228658,4.780736,4.780736,0.510980,0.788230,
53,62.657648,159.990417,182.561689,214.732802,21.200000,30.568346,44.364783,47.539048,5.200000,20.036824,27.020761,31.081976,2.146158e+00,3.974247,4.544473,4.814541,2.146158,3.974247,4.544473,4.814541,0.567710,0.788230,
54,62.657648,182.561689,214.732802,214.732802,21.200000,44.364783,47.539048,47.539048,5.200000,27.020761,31.081976,31.081976,3.295800e+00,3.295800,3.295800,3.295800,3.732457,5.306198,5.543143,5.543143,0.267450,0.788230,
55,172.876862,182.561689,182.561689,214.732802,43.921085,44.364783,44.364783,47.539048,27.020761,27.020761,31.081976,31.081976,4.481657e+00,4.481657,4.558942,4.558942,4.481657,4.481657,4.558942,4.558942,-0.042828,0.788230,
56,20.000000,76.178940,182.561689,214.732802,17.009132,21.200000,44.364783,47.539048,0.270464,12.810000,27.020761,31.081976,3.842354e+00,4.082700,4.082700,4.082700,3.842354,4.096225,4.357049,4.426724,-0.102460,0.788230,
57,20.000000,76.178940,132.392432,214.732802,17.009132,17.009132,28.523429,44.364783,0.270464,7.500000,18.649186,31.081976,4.836442e+00,4.836442,5.132242,5.274623,4.836442,4.836442,5.132242,5.274623,0.038146,0.788230,
58,44.287431,128.839681,132.392432,214.732802,17.009132,28.523429,28.523429,47.539048,4.767102,18.649186,18.649186,31.081976,2.950080e+00,3.458179,3.458179,3.854958,2.950080,3.458179,3.458179,3.854958,0.138920,0.788230,
59,128.839681,128.839681,136.000000,187.375970,28.523429,29.034532,35.866186,49.565123,18.649186,20.589724,55.652994,60.080059,3.616503e+00,3.844764,6.255927,6.945671,3.616503,3.844764,6.255927,6.945671,0.608750,0.788230,
60,53.000000,53.000000,128.839681,187.288052,28.523429,35.000000,35.000000,44.000000,18.649186,35.000000,35.000000,37.000000,3.267378e+00,4.242517,4.619640,4.754864,3.267378,4.242517,4.619640,4.754864,0.455600,0.788230,
61,37.398637,62.657648,76.178940,76.178940,10.000000,15.000000,21.200000,21.200000,2.000000,5.200000,7.500000,12.810000,1.588600e+00,1.588600,1.588600,1.588600,2.128211,2.895038,3.677496,3.677496,0.335450,0.788230,
62,37.398637,76.178940,76.178940,166.966780,13.420000,15.000000,15.000000,39.278789,3.395176,7.500000,7.500000,12.810000,2.627100e+00,2.627100,2.627100,2.627100,3.789117,4.048297,4.048297,6.211907,0.332630,0.788230,
63,18.000000,37.398637,76.178940,162.000000,5.300000,15.000000,17.009132,29.034532,0.270464,7.500000,12.810000,16.275875,2.078360e+00,3.968666,4.267092,5.252800,2.078360,3.968666,4.267092,5.584422,0.469370,0.788230,
64,6.800000,20.000000,128.839681,162.000000,4.500000,17.009132,28.523429,29.034532,0.270464,2.700000,18.649186,18.649186,1.684311e+00,3.760300,3.760300,3.760300,1.684311,3.822170,4.983271,5.022471,0.504890,0.788230,
65,1.183272,43.000000,128.839681,187.375970,0.563536,28.523429,34.373165,44.000000,0.322372,16.275875,35.000000,46.727513,5.024190e-01,3.388400,3.388400,3.388400,0.502419,4.143978,4.814476,5.145904,0.535240,0.788230,
66,6.800000,51.287660,76.178940,187.288052,4.181550,33.588968,37.476995,44.000000,0.322372,31.081976,37.000000,46.727513,9.856196e-01,3.209863,4.150980,5.599854,0.985620,3.209863,4.150980,5.599854,0.569760,0.788230,
67,43.000000,53.000000,128.839681,187.375970,28.523429,35.000000,38.389915,44.000000,19.284792,35.000000,37.000000,39.663877,2.694468e+00,3.067716,5.256891,6.366921,2.694468,3.067716,5.256891,6.366921,0.505870,0.788230,
68,43.000000,53.000000,53.000000,160.635117,35.000000,35.000000,38.389915,44.000000,31.081976,35.000000,37.000000,37.000000,3.464886e+00,3.696703,3.810658,3.810658,3.464886,3.696703,3.810658,3.810658,0.287160,0.788230,
69,53.000000,53.000000,53.000000,128.839681,35.000000,35.000000,35.000000,44.000000,31.081976,35.000000,35.000000,37.000000,3.550559e+00,3.702008,3.702008,3.774270,3.550559,3.702008,3.702008,3.774270,0.367600,0.788230,
70,53.000000,53.000000,53.000000,76.178940,35.000000,35.000000,35.000000,35.000000,35.000000,35.000000,35.000000,35.000000,3.612089e+00,3.612089,3.612089,3.612089,3.612089,3.612089,3.612089,3.612089,0.310630,0.788230,
71,5.129019,37.398637,44.287431,76.178940,6.156366,12.270122,13.420000,23.000000,0.043101,2.221873,12.810000,25.000000,1.343000e+00,1.343000,1.343000,1.343000,1.456576,2.042606,3.841113,4.719723,0.130560,0.788230,
72,1.082834,15.700000,22.000000,76.178940,0.235873,9.000000,17.009132,23.000000,0.013169,0.322372,12.810000,25.000000,1.524264e+00,1.581400,1.581400,1.581400,1.524264,1.594900,3.717363,4.853925,0.088307,0.788230,
73,1.082834,15.700000,43.000000,76.178940,0.201994,5.300000,15.000000,29.034532,0.013169,1.175009,7.500000,25.000000,1.596573e+00,1.708300,1.708300,1.708300,1.596573,1.939804,3.410565,5.358990,0.095011,0.788230,
74,0.833113,15.700000,44.800000,84.277194,0.201994,5.300000,15.000000,44.000000,0.043101,0.600000,7.500000,37.000000,1.387612e+00,1.447957,2.118248,2.436700,1.387612,1.447957,2.118248,3.836265,0.178790,0.788230,
75,1.183272,43.000000,43.000000,76.178940,0.563536,15.689014,44.000000,44.000000,0.176496,14.805997,37.000000,37.000000,1.406698e+00,2.213839,3.068892,3.068892,1.406698,2.213839,3.068892,3.068892,0.469810,0.788230,
76,5.900000,43.000000,53.000000,76.178940,4.181550,23.000000,44.000000,46.000000,0.270464,21.137692,37.000000,38.666419,1.425180e+00,2.725733,3.410639,3.470872,1.425180,2.725733,3.410639,3.470872,0.581970,0.788230,
77,13.620939,40.000000,43.000000,128.839681,9.000000,38.389915,46.000000,46.000000,3.145598,35.000000,41.000000,41.000000,1.541124e+00,3.324441,3.544196,3.544196,1.541124,3.324441,3.544196,3.544196,0.629420,0.788230,
78,18.000000,40.000000,53.000000,128.839681,9.000000,38.389915,46.000000,46.000000,7.500000,34.235059,41.000000,41.000000,2.044230e+00,3.427906,3.530900,3.530900,2.044230,3.427906,3.667747,3.667747,0.608680,0.788230,
79,3.706683,40.000000,44.800000,128.839681,1.296488,15.000000,46.000000,46.000000,0.016333,9.000000,38.666419,41.000000,1.149792e+00,2.178347,3.801855,3.896337,1.149792,2.178347,3.801855,3.896337,0.695030,0.788230,
80,9.982872,40.000000,76.178940,128.839681,6.133914,15.000000,46.000000,54.000000,1.175009,7.500000,34.235059,41.000000,1.660706e+00,1.995864,2.963608,3.124725,1.660706,1.995864,2.963608,3.124725,0.410740,0.788230,
81,5.900000,22.000000,22.701565,56.887476,5.665337,9.000000,9.442229,23.000000,0.129934,1.333124,2.221873,25.000000,1.430049e+00,1.679300,1.679300,1.679300,1.430049,1.908079,1.963397,3.035709,0.243720,0.788230,
82,13.620939,22.000000,22.701565,43.000000,5.665337,9.000000,9.442229,23.000000,1.175009,1.175009,2.700000,25.000000,1.338960e+00,1.510700,1.510700,1.510700,1.338960,1.730478,1.774985,2.592845,0.113150,0.788230,
83,13.620939,15.700000,22.701565,76.178940,5.665337,5.665337,7.454802,23.000000,1.175009,1.175009,1.175009,25.000000,1.172400e+00,1.172400,1.172400,1.172400,1.463135,1.463135,1.463135,2.529435,0.035280,0.788230,
84,5.900000,13.620939,22.701565,76.178940,1.400000,5.665337,10.077778,23.000000,0.129934,1.175009,4.975911,25.000000,1.328128e+00,1.424800,1.424800,1.424800,1.328128,1.521496,2.068714,3.038491,0.020809,0.788230,
85,5.900000,13.620939,44.800000,76.178940,1.400000,5.665337,15.000000,23.000000,0.129934,1.175009,7.500000,25.179198,1.381585e+00,1.452076,1.836943,2.609834,1.381585,1.452076,1.836943,2.609834,0.196740,0.788230,
86,5.900000,13.620939,44.800000,76.178940,1.400000,5.665337,10.869365,23.000000,0.016333,1.175009,7.500000,25.179198,1.285112e+00,1.365497,1.763545,2.580876,1.285112,1.365497,1.763545,2.580876,0.243480,0.788230,
87,5.900000,9.982872,43.000000,76.178940,1.400000,5.665337,15.000000,46.000000,0.134301,1.617679,7.500000,37.000000,1.263275e+00,1.388386,1.836726,3.249320,1.263275,1.388386,1.836726,3.249320,0.422740,0.788230,
88,0.158472,9.871253,40.000000,76.178940,0.094215,3.712275,15.000000,46.000000,0.016333,0.424283,7.500000,41.000000,5.153356e-01,1.732305,2.113889,2.847800,0.515336,1.732305,2.113889,3.305987,0.481820,0.788230,
89,9.982872,40.000000,68.000000,94.500000,3.712275,11.493418,34.373165,54.000000,0.176496,3.696138,25.179198,41.000000,1.462546e+00,2.499800,2.499800,2.499800,1.462546,2.949294,3.515347,3.746469,0.400680,0.788230,
90,45.274943,55.081240,68.000000,88.790453,10.869365,12.800000,15.689014,46.000000,3.145598,3.696138,10.929038,41.000000,2.010711e+00,2.213492,2.439328,2.723033,2.010711,2.213492,2.439328,2.723033,0.168670,0.788230,
91,3.706683,5.900000,17.482121,22.701565,1.400000,5.665337,9.000000,9.442229,0.000000,0.000000,1.515811,9.464327,6.983366e-01,1.274348,1.612948,1.651852,0.698337,1.274348,1.612948,1.651852,0.118570,0.788230,
92,5.900000,17.482121,22.000000,22.701565,3.205225,7.454802,9.442229,23.000000,1.175009,1.175009,1.958349,25.000000,1.265300e+00,1.265300,1.265300,1.265300,1.602517,1.602517,1.795145,3.467768,0.071421,0.788230,
93,5.900000,13.620939,22.701565,76.178940,1.400000,5.665337,9.442229,23.000000,0.363861,1.175009,1.958349,25.000000,8.566907e-01,1.522204,1.972817,2.730400,0.856691,1.522204,1.972817,2.910041,0.274430,0.788230,
94,5.900000,13.620939,22.000000,76.178940,1.400000,5.391564,9.442229,22.327461,0.363861,1.175009,2.164506,25.179198,8.565181e-01,1.424750,1.885822,2.819197,0.856518,1.424750,1.885822,2.819197,0.437170,0.788230,
95,5.900000,9.871253,44.800000,76.178940,1.400000,3.988760,22.327461,22.327461,0.000000,0.746693,25.000000,25.179198,1.180304e+00,1.311127,3.282432,3.344498,1.180304,1.311127,3.282432,3.344498,0.687510,0.788230,
96,5.900000,9.871253,44.800000,76.178940,1.400000,3.988760,22.327461,23.000000,0.038229,1.175009,21.137692,25.179198,1.133437e+00,1.314826,3.096723,3.260827,1.133437,1.314826,3.096723,3.260827,0.560390,0.788230,
97,5.900000,22.000000,68.000000,88.790453,1.400000,10.869365,22.000000,24.421673,0.155275,3.145598,14.805997,25.179198,1.028066e+00,1.979003,2.637520,3.047720,1.028066,1.979003,2.637520,3.047720,0.371070,0.788230,
98,10.000000,46.400000,68.000000,84.277194,10.869365,10.869365,22.000000,34.373165,3.145598,3.145598,15.547730,25.179198,9.474576e-01,2.161500,2.161500,2.161500,0.947458,2.309306,2.791995,3.052962,0.163040,0.788230,
99,40.000000,46.400000,68.000000,76.178940,10.869365,11.493418,12.800000,24.421673,3.145598,3.696138,3.696138,25.179198,2.264900e+00,2.264900,2.264900,2.264900,2.774260,2.876142,2.876142,3.706250,0.173410,0.788230,
100,44.800000,46.400000,68.000000,76.178940,10.869365,10.869365,12.800000,24.421673,3.145598,3.145598,3.696138,21.137692,2.078128e+00,2.115287,2.497400,2.497400,2.078128,2.115287,2.527050,2.646529,0.275280,0.788230,
