ClimateBin,Nrate25,Nrate50,Nrate75,Nrate95,P2O5rate25,P2O5rate50,P2O5rate75,P2O5rate95,K2Orate25,K2Orate50,K2Orate75,K2Orate95,ModYieldIrrOff25,ModYieldIrrOff50,ModYieldIrrOff75,ModYieldIrrOff95,ModYieldIrrOn25,ModYieldIrrOn50,ModYieldIrrOn75,ModYieldIrrOn95,ClimateBinR2,GlobalCropR2,
51,24.092487,153.836940,208.861748,290.153332,14.254104,58.048527,107.627125,107.627125,13.002270,34.967223,76.101408,76.101408,1.624566e+01,27.268300,27.268300,27.268300,16.245662,37.547613,55.631353,55.631353,0.730690,0.788230,
52,24.092487,78.843636,172.672403,244.524306,14.254104,40.944318,54.440349,77.512231,13.002270,20.708956,34.967223,44.469317,1.112496e+01,18.302786,21.159070,25.104428,11.124960,18.302786,21.159070,25.104428,0.451970,0.788230,
53,22.671663,24.092487,153.836940,168.480358,3.484622,14.254104,42.031475,55.211228,3.328972,13.002270,37.569044,37.569044,5.865064e+00,8.222712,13.488766,15.626584,5.865064,8.222712,13.488766,15.626584,0.440800,0.788230,
54,22.671663,24.092487,108.018624,169.962769,3.484622,14.254104,31.398926,58.969452,3.328972,13.002270,34.967223,71.354390,9.009964e+00,9.383335,15.183380,20.559852,9.009964,9.383335,15.183380,20.559852,0.430470,0.788230,
55,24.092487,47.887364,108.018624,172.672403,14.254104,24.987298,31.398926,87.161563,5.867752,13.002270,39.082978,71.354390,9.574455e+00,11.430475,16.051209,20.772224,9.574455,11.430475,16.051209,20.772224,0.469920,0.788230,
56,36.757039,47.887364,123.884309,169.962769,16.941248,24.987298,39.219715,182.575653,5.867752,13.002270,40.603106,101.426038,1.129490e+01,11.294900,11.294900,11.294900,11.851857,17.308706,31.242294,42.206154,0.477520,0.788230,
57,36.757039,53.791234,108.018624,176.585157,16.941248,24.987298,34.600000,86.801273,22.880310,38.133851,44.469317,131.999999,2.084470e+01,20.844700,20.844700,20.844700,31.966635,37.904128,39.349888,43.376888,0.314480,0.788230,
58,53.791234,88.591990,167.883641,198.418072,24.987298,34.600000,66.390261,80.720344,23.101728,45.200000,155.815056,340.404415,1.570541e+01,18.845924,30.624097,40.927153,15.705409,18.845924,30.624097,40.927153,0.449770,0.788230,
59,69.299999,88.591990,155.000000,200.000000,30.772229,34.600000,45.179721,129.687282,22.880310,34.967223,50.621299,184.377975,1.202939e+01,14.430654,17.289534,30.477700,12.029394,14.430654,17.289534,33.225531,0.448980,0.788230,
60,74.785800,100.000000,123.884309,206.473848,30.772229,39.219715,59.613708,184.357089,8.170141,34.967223,45.200000,131.628283,9.166922e+00,12.385410,15.263902,26.273771,9.166922,12.385410,15.263902,26.273771,0.536740,0.788230,
61,3.657222,78.843636,161.604983,208.861748,0.564723,30.547446,72.594018,107.627125,0.160636,18.262202,28.649473,76.101408,6.514419e+00,19.654705,25.958440,46.313803,6.514419,19.654705,25.958440,46.313803,0.553740,0.788230,
62,47.887364,126.278937,174.685572,193.027045,24.987298,52.201669,63.277240,90.000000,13.002270,44.469317,44.469317,101.426038,1.383147e+01,20.371519,22.446042,25.229500,13.831473,20.371519,22.446042,26.391967,0.361550,0.788230,
63,101.148436,169.962769,175.540085,206.473848,42.031475,52.201669,64.677780,182.575653,34.967223,44.469317,50.663927,120.000000,1.683476e+01,18.396694,19.203932,25.928074,16.834759,18.396694,19.203932,25.928074,0.317330,0.788230,
64,88.591990,174.685572,206.473848,206.473848,28.202818,61.001576,65.366192,90.000000,34.967223,50.621299,58.278705,72.000000,1.570875e+01,22.279424,23.730876,25.983361,15.708750,22.279424,23.730876,25.983361,0.499810,0.788230,
65,137.122092,200.000000,206.473848,206.473848,61.001576,65.366192,65.366192,107.796299,50.621299,58.278705,58.278705,92.120250,2.447918e+01,26.154091,26.154091,27.321300,24.479177,26.154091,26.154091,30.401747,0.470030,0.788230,
66,123.884309,185.959738,206.473848,206.473848,42.031475,65.366192,65.366192,105.289196,37.569044,58.278705,58.278705,83.946508,1.815839e+01,22.598999,22.598999,26.445900,18.158394,22.598999,22.598999,27.658556,0.314210,0.788230,
67,100.000000,153.836940,206.473848,206.473848,39.219715,61.418453,65.366192,113.095697,34.967223,40.291816,58.278705,112.757001,1.670696e+01,21.069246,21.744088,24.647600,16.706960,21.069246,21.744088,26.400357,0.325690,0.788230,
68,123.884309,123.884309,127.300415,206.473848,39.219715,39.219715,42.031475,113.095697,34.967223,34.967223,40.291816,130.000000,1.156153e+01,11.561527,11.872618,17.846597,11.561527,11.561527,11.872618,17.846597,0.313930,0.788230,
69,123.884309,123.884309,153.836940,206.473848,39.219715,39.219715,61.418453,134.533906,34.967223,34.967223,48.858318,131.628283,1.208469e+01,12.084694,14.642286,20.901707,12.084694,12.084694,14.642286,20.901707,0.452700,0.788230,
70,110.000000,123.884309,206.473848,206.473848,39.219715,59.613708,61.054183,206.956259,34.967223,40.291816,58.278705,130.000000,1.130847e+01,13.982337,14.157493,25.334985,11.308470,13.982337,14.157493,25.334985,0.606920,0.788230,
71,22.254023,120.000000,161.604983,213.943416,1.724000,34.927539,90.733915,156.100000,0.676160,20.564673,52.421944,179.999998,6.173082e+00,17.002846,27.094000,27.094000,6.173082,17.002846,27.694212,34.514978,0.330680,0.788230,
72,105.769204,168.580727,175.540085,257.907059,60.391491,61.001576,74.899081,156.100000,39.082978,50.663927,83.946508,179.999998,2.090485e+01,20.999169,22.927181,28.742535,20.904853,20.999169,22.927181,28.742535,0.385710,0.788230,
73,166.227752,175.540085,175.540085,206.473848,60.391491,61.001576,61.001576,83.209301,50.663927,50.663927,58.278705,83.946508,2.034011e+01,20.422148,20.422148,23.054128,20.340109,20.422148,20.422148,23.054128,0.190980,0.788230,
74,166.227752,166.227752,175.540085,206.473848,60.391491,60.391491,61.001576,65.366192,50.663927,58.278705,58.278705,58.278705,1.798409e+01,18.747497,18.747497,18.747497,17.984087,18.747497,18.747497,18.747497,0.277610,0.788230,
75,123.884309,166.227752,166.227752,206.473848,39.219715,60.391491,60.391491,68.036530,34.967223,50.663927,58.278705,66.100362,1.517017e+01,18.172989,18.172989,19.059351,15.170166,18.172989,18.172989,19.059351,0.319160,0.788230,
76,123.884309,123.884309,127.300415,206.473848,39.219715,39.219715,59.613708,67.303999,34.967223,34.967223,40.291816,58.278705,1.370050e+01,13.700496,16.269211,17.086174,13.700496,13.700496,16.269211,17.086174,0.318380,0.788230,
77,123.884309,123.884309,123.884309,206.473848,39.219715,39.219715,39.219715,61.054183,34.967223,34.967223,34.967223,58.278705,1.174190e+01,11.741900,11.741900,11.741900,20.452827,20.452827,20.452827,21.728524,0.181630,0.788230,
78,123.884309,123.884309,123.884309,206.473848,39.219715,39.219715,39.219715,67.303999,34.967223,34.967223,34.967223,58.278705,1.151435e+01,11.514349,11.514349,14.403820,11.514349,11.514349,11.514349,14.403820,0.313120,0.788230,
79,123.884309,123.884309,123.884309,206.473848,39.219715,39.219715,39.219715,134.533906,34.967223,34.967223,38.605733,93.379455,1.150182e+01,11.501818,11.501818,17.199000,11.501818,11.501818,11.501818,18.721485,0.217690,0.788230,
80,123.884309,123.884309,139.143439,206.473848,39.219715,39.219715,60.391491,321.000000,34.967223,38.605733,58.278705,193.000000,1.202053e+01,12.020531,15.017094,18.851100,12.020531,12.020531,15.017094,29.628134,0.249190,0.788230,
81,49.511163,120.000000,204.057474,261.077185,26.928342,63.277240,90.000000,156.100000,5.000000,18.401363,87.905557,179.999998,1.268486e+01,20.287669,23.486400,23.486400,12.684863,20.287669,24.687878,32.424777,0.332850,0.788230,
82,18.533417,55.000000,120.000000,233.836782,24.000000,36.000000,90.000000,215.000000,0.000000,0.676160,72.000000,134.000000,1.104887e+01,14.063925,22.237032,23.771332,11.048871,14.063925,22.237032,23.771332,0.624240,0.788230,
83,60.000000,123.884309,123.884309,182.044116,24.000000,39.219715,39.219715,90.000000,0.269437,34.967223,34.967223,72.000000,1.174922e+01,15.257893,15.257893,21.423019,11.749219,15.257893,15.257893,21.423019,0.490190,0.788230,
84,123.884309,123.884309,123.884309,123.884309,39.219715,39.219715,39.219715,39.219715,34.967223,34.967223,34.967223,34.967223,1.586085e+01,15.860854,15.860854,15.860854,15.860854,15.860854,15.860854,15.860854,0.298830,0.788230,
85,123.884309,123.884309,123.884309,187.531079,39.219715,39.219715,39.219715,90.000000,34.967223,34.967223,34.967223,60.898405,1.198569e+01,11.985687,11.985687,17.702592,11.985687,11.985687,11.985687,17.702592,0.397950,0.788230,
86,56.186739,123.884309,127.300415,261.077185,19.680786,39.219715,65.366192,407.000000,0.359798,38.605733,58.278705,200.000000,1.037199e+01,11.901800,11.901800,11.901800,10.371993,16.059218,20.938702,26.352747,0.473540,0.788230,
87,111.182262,123.884309,136.000000,206.473848,39.219715,39.219715,59.613708,407.000000,36.158986,38.605733,58.278705,200.000000,1.156300e+01,11.563000,11.563000,11.563000,15.441919,15.441919,18.906249,23.471703,0.221150,0.788230,
88,123.884309,123.884309,154.456844,187.531079,39.219715,43.360302,52.786133,407.000000,38.605733,55.372464,58.278705,200.000000,1.301031e+01,13.010311,14.837778,16.582226,13.010311,13.010311,14.837778,16.582226,0.128560,0.788230,
89,123.884309,123.884309,154.456844,187.531079,39.219715,43.360302,52.786133,407.000000,36.158986,55.372464,58.278705,200.000000,1.269780e+01,12.697800,12.697800,12.697800,13.642773,14.135792,14.208270,17.159736,0.100760,0.788230,
90,123.884309,139.143439,154.456844,187.531079,39.219715,43.360302,61.054183,65.366192,36.158986,55.372464,58.278705,58.288200,1.276690e+01,12.766900,12.766900,12.766900,16.409378,18.131188,18.340472,18.341137,0.136740,0.788230,
91,93.315758,137.122092,182.044116,233.836782,19.680786,32.801310,82.659271,90.000000,4.515006,24.959834,24.959834,72.000000,1.407452e+01,19.404500,19.404500,19.404500,14.074524,20.925070,22.777491,25.540170,0.619520,0.788230,
92,60.000000,137.122092,138.287887,138.287887,19.680786,19.680786,32.801310,215.000000,24.959834,24.959834,24.959834,134.000000,1.512102e+01,18.604000,18.604000,18.604000,15.121023,19.579506,19.615700,19.615700,0.450140,0.788230,
93,82.972732,138.287887,138.287887,138.287887,19.680786,19.680786,19.680786,32.801310,24.959834,24.959834,24.959834,41.599724,1.397298e+01,13.972979,13.972979,16.183398,13.972979,13.972979,13.972979,16.183398,0.553670,0.788230,
94,82.972732,138.287887,138.287887,138.287887,19.680786,19.680786,19.680786,32.801310,24.959834,24.959834,24.959834,41.599724,1.228777e+01,12.287773,12.287773,14.764484,12.287773,12.287773,12.287773,14.764484,0.609610,0.788230,
95,82.972732,131.689554,138.287887,138.287887,19.680786,19.680786,19.680786,43.360302,24.959834,24.959834,24.959834,49.000691,1.321439e+01,13.214385,13.214385,16.736194,13.214385,13.214385,13.214385,16.736194,0.509720,0.788230,
96,82.972732,82.972732,137.122092,138.287887,19.680786,19.680786,32.801310,61.054183,24.959834,24.959834,24.959834,50.600525,1.667399e+01,16.673993,16.674000,16.674000,16.673993,16.673993,19.824096,19.870250,0.398390,0.788230,
97,82.972732,82.972732,82.972732,138.287887,19.680786,32.801310,32.801310,61.054183,24.959834,24.959834,24.959834,55.372464,1.541653e+01,18.298275,18.298275,18.298400,15.416526,18.298275,18.298275,21.059474,0.400100,0.788230,
98,75.113015,82.972732,82.972732,154.456844,14.329581,31.489802,32.801310,61.534198,7.235767,24.959834,24.959834,55.372464,1.242560e+01,17.701397,17.851300,17.851300,12.425601,17.701397,17.980061,21.599150,0.288870,0.788230,
99,75.113015,82.972732,82.972732,154.456844,14.329581,23.912604,32.801310,61.534198,7.235767,24.959834,24.959834,55.372464,1.272362e+01,16.060422,17.911200,17.911200,12.723622,16.060422,17.911307,21.263313,0.269020,0.788230,
100,75.113015,75.113015,82.972732,131.689554,14.329581,14.329581,32.801310,61.534198,7.235767,7.235767,25.557982,55.372464,1.184739e+01,11.847394,12.384760,13.203688,11.847394,11.847394,12.384760,13.203688,0.129060,0.788230,
